" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"9","8","Little Fockers","UIP","$5,657","-62.0%","13","-","$435","$230,292","5"
"10","4","Unstoppable","Fox","$5,250","-80.2%","22","-","$239","$120,041","3"
"11","9","The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$1,488","-45.8%","12","+10","$124","$1,559,629","9"
"12","11","The Social Network","Sony","$196","-83.9%","1","-8","$196","$140,860","10"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Gulliver's Travels","Fox","$254,910","-","40","-","$6,373","$254,910","1"
"2","-","Tangled","Disney","$183,668","-","65","-","$2,826","$1,398,753","3"
"3","N","Devil","UIP","$48,159","-","23","-","$2,094","$48,159","1"
"4","-","Unstoppable","Fox","$26,532","-","22","-","$1,206","$101,529","2"
"5","1","Burlesque","Sony","$23,045","-35.0%","23","-","$1,002","$80,905","2"
"6","-","Tron Legacy","Disney","$15,055","-","33","-","$456","$1,149,662","5"
"7","N","Easy A","Sony","$14,936","-","13","-","$1,149","$14,936","1"
"8","-","Little Fockers","UIP","$14,880","-","13","-","$1,145","$217,227","4"
"9","-","The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$2,743","-","2","-","$1,372","$1,557,955","8"
"10","-","The Town","Importadora","$1,674","-","14","-","$120","$74,034","4"
"11","2","The Social Network","Sony","$1,214","-71.0%","9","+2","$135","$139,451","9"
"12","-","Due Date","Importadora","$887","-","7","-","$127","$179,643","12"
"13","-","Paranormal Activity 2","UIP","$718","-","2","-","$359","$309,188","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Tangled","Disney","$501,298","-","65","-","$7,712","$501,298","1"
"2","1","Tron Legacy","Disney","$94,363","-60.2%","64","-","$1,474","$1,013,060","3"
"3","4","Little Fockers","UIP","$44,384","-26.4%","15","+1","$2,959","$137,748","2"
"4","2","Paranormal Activity 2","UIP","$31,899","-57.3%","26","-","$1,227","$275,717","3"
"5","3","The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$16,660","-73.1%","28","-2","$595","$1,538,969","6"
"6","5","The Town","Importadora","$16,600","-38.2%","14","-","$1,186","$55,978","2"
"7","7","The Tourist","Sony","$12,187","-43.0%","23","-1","$530","$268,815","4"
"8","10","The Social Network","Sony","$6,401","-36.8%","9","+1","$711","$127,828","7"
"9","8","Due Date","Importadora","$5,953","-44.7%","7","-","$850","$171,412","10"
"10","6","Megamind","UIP","$5,450","-79.1%","13","-15","$419","$798,821","7"
"11","9","Life as We Know It","Importadora","$4,552","-56.9%","14","-","$325","$150,809","4"
"12","11","Charlie St. Cloud","UIP","$1,090","-72.7%","9","-3","$121","$63,640","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Tron Legacy","Disney","$236,772","-18.4%","64","-","$3,700","$849,483","2"
"2","3","Paranormal Activity 2","UIP","$74,684","+2.9%","26","-","$2,872","$210,230","2"
"3","2","The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$61,825","-30.0%","30","-28","$2,061","$1,505,996","5"
"4","N","Little Fockers","UIP","$60,296","-","14","-","$4,307","$60,296","1"
"5","N","The Town","Importadora","$26,837","-","14","-","$1,917","$26,837","1"
"6","5","Megamind","UIP","$26,039","-29.8%","28","-2","$930","$791,371","6"
"7","4","The Tourist","Sony","$21,368","-52.7%","24","-3","$890","$244,422","3"
"8","-","Due Date","Importadora","$10,771","-","7","-","$1,539","$159,486","9"
"9","6","Life as We Know It","Importadora","$10,557","-61.1%","14","-","$754","$140,191","3"
"10","-","The Social Network","Sony","$10,134","-","8","-","$1,267","$117,040","6"
"11","8","Charlie St. Cloud","UIP","$3,997","-68.9%","12","-1","$333","$60,729","3"
