" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"11","-","Going the Distance","Importadora","$1,447","-","3","-","$482","$111,691","6"
"12","-","Cats & Dogs: Revenge of Kitty Galore","Importadora","$1,318","-","14","-","$94","$876,812","13"
"13","7","Vampires Suck","Fox","$861","-78.1%","3","-7","$287","$127,939","5"
"14","10","Machete","Sony","$758","-66.9%","10","-3","$76","$47,935","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","2"," Sammy's Adventures: The Secret Passage","n/a","$30,559","-12.1%","7","-1","$4,366","$117,950","2"
"2","3"," Solomon Kane","n/a","$15,510","-51.4%","12","-","$1,293","$88,892","2"
"3","10","Eat Pray Love","Sony","$12,717","+114.1%","8","-2","$1,590","$176,076","6"
"4","5","The Road","n/a","$5,742","-35.2%","4","-","$1,436","$26,976","2"
"5","9"," Tinker Bell and the Great Fairy Rescue","Disney","$5,298","-13.6%","11","-3","$482","$305,473","8"
"6","7","Piranha 3D","n/a","$4,123","-46.6%","6","-2","$687","$250,533","5"
"7","4","Vampires Suck","Fox","$3,926","-58.8%","10","-3","$393","$125,972","4"
"8","11","The Crazies","n/a","$2,853","-41.4%","3","-","$951","$85,381","4"
"9","12","The Box","n/a","$2,377","-42.2%","4","+1","$594","$24,762","3"
"10","6","Machete","Sony","$2,290","-73.2%","13","-","$176","$46,287","3"
"11","19","Grown Ups","Sony","$108","-59.4%","1","-1","$108","$319,855","10"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","-","Legend of the Guardians: The Owls of Ga'Hoole","Importadora","$151,122","-","53","-","$2,851","$443,310","2"
"2","N"," Sammy's Adventures: The Secret Passage","n/a","$34,751","-","8","-","$4,344","$34,751","1"
"3","N"," Solomon Kane","n/a","$31,943","-","12","-","$2,662","$31,943","1"
"4","-","Vampires Suck","Fox","$9,529","-","13","-","$733","$120,988","3"
"5","N","The Road","n/a","$8,858","-","4","-","$2,215","$8,858","1"
"6","1","Machete","Sony","$8,539","-42.2%","13","-","$657","$31,125","2"
"7","-","Piranha 3D","n/a","$7,726","-","8","-","$966","$231,704","4"
"8","-"," Dorothy mills","n/a","$6,945","-","3","-","$2,315","$85,775","4"
"9","-"," Tinker Bell and the Great Fairy Rescue","Disney","$6,131","-","14","-","$438","$289,874","7"
"10","2","Eat Pray Love","Sony","$5,940","-42.7%","10","-3","$594","$155,913","5"
"11","-","The Crazies","n/a","$4,867","-","3","-","$1,622","$71,457","3"
"12","-","The Box","n/a","$4,112","-","3","-","$1,371","$16,659","2"
"13","-","Cop Out","Importadora","$3,520","-","13","-","$271","$58,414","9"
"14","-","Going the Distance","Importadora","$3,354","-","13","-","$258","$100,320","4"
"15","-","Cats & Dogs: Revenge of Kitty Galore","Importadora","$1,336","-","13","-","$103","$871,636","11"
"16","-","The Losers","Importadora","$1,097","-","2","-","$549","$40,102","18"
"17","-"," Del amor y otros demonios","n/a","$685","-","1","-","$685","$19,994","3"
"18","-","The Sorcerer's Apprentice","Disney","$414","-","7","-","$59","$830,647","15"
"19","4","Grown Ups","Sony","$266","-54.1%","2","-","$133","$319,477","9"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Piranha 3D","n/a","$53,320","-33.6%","18","+1","$2,962","$177,705","2"
"2","N","Vampires Suck","Fox","$42,784","-","13","-","$3,291","$42,784","1"
"3","2","The Spy Next Door","n/a","$29,105","-26.0%","15","-","$1,940","$206,523","4"
"4","N","The Crazies","n/a","$28,809","-","12","-","$2,401","$28,809","1"
"5","3","Going the Distance","Importadora","$22,269","-32.6%","13","-","$1,713","$72,297","2"
"6","4"," Tinker Bell and the Great Fairy Rescue","Disney","$20,215","-35.1%","17","-","$1,189","$273,141","5"
"7","5","Eat Pray Love","Sony","$18,528","-39.4%","13","-","$1,425","$125,327","3"
"8","7"," Dorothy mills","n/a","$15,639","-43.3%","6","-","$2,607","$56,628","2"
"9","6","Resident Evil: Afterlife","Sony","$11,010","-62.5%","16","-7","$688","$1,023,360","6"
"10","N"," Del amor y otros demonios","n/a","$8,392","-","5","-","$1,678","$8,392","1"
"11","15","Battle for Terra","n/a","$8,354","+119.3%","4","-","$2,089","$90,106","5"
"12","8","Wall Street: Money Never Sleeps","Fox","$5,959","-64.5%","22","-3","$271","$130,626","4"
"13","9"," Scar","n/a","$4,217","-68.8%","8","-9","$527","$136,583","4"
"14","N","Zack and Miri Make a Porno","n/a","$3,853","-","3","-","$1,284","$3,853","1"
"15","12"," The Imaginarium of Doctor Parnassus","Sony","$2,569","-58.8%","4","-","$642","$34,326","23"
"16","16","The Sorcerer's Apprentice","Disney","$1,760","-25.9%","13","-","$135","$829,115","13"
"17","11","Grown Ups","Sony","$1,316","-80.8%","4","-1","$329","$317,925","7"
"18","14","Letters to Juliet","Venus","$992","-78.6%","4","-3","$248","$51,802","4"
"19","10","The Expendables","n/a","$971","-86.5%","1","-14","$971","$162,597","5"
"20","17","An Education","Sony","$877","-48.7%","4","-","$219","$25,806","28"
"21","20","The Karate Kid","Sony","$188","-59.7%","4","+3","$47","$571,098","10"
"22","19","Sorority Row","n/a","$49","-95.2%","1","-3","$49","$10,201","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Piranha 3D","n/a","$80,352","-","17","-","$4,727","$80,352","1"
"2","4","The Spy Next Door","n/a","$39,334","-4.2%","15","-","$2,622","$167,762","3"
"3","N","Going the Distance","Importadora","$33,033","-","13","-","$2,541","$33,033","1"
"4","3"," Tinker Bell and the Great Fairy Rescue","Disney","$31,165","-24.7%","17","-","$1,833","$247,829","4"
"5","2","Eat Pray Love","Sony","$30,565","-26.9%","13","-","$2,351","$92,991","2"
"6","1","Resident Evil: Afterlife","Sony","$29,358","-61.7%","23","-24","$1,276","$1,001,321","5"
"7","N"," Dorothy mills","n/a","$27,572","-","6","-","$4,595","$27,572","1"
"8","6","Wall Street: Money Never Sleeps","Fox","$16,799","-49.1%","25","-","$672","$124,667","3"
"9","5"," Scar","n/a","$13,495","-60.7%","17","+3","$794","$125,545","3"
"10","7","The Expendables","n/a","$7,177","-62.5%","15","-1","$478","$158,501","4"
"11","8","Grown Ups","Sony","$6,864","-50.6%","5","-7","$1,373","$313,915","6"
"12","-"," The Imaginarium of Doctor Parnassus","Sony","$6,232","-","4","-","$1,558","$29,452","22"
"13","11","Cats & Dogs: Revenge of Kitty Galore","Importadora","$5,081","-28.8%","26","-","$195","$865,906","8"
"14","10","Letters to Juliet","Venus","$4,637","-59.9%","7","-4","$662","$49,598","3"
"15","9","Battle for Terra","n/a","$3,810","-68.8%","4","-3","$953","$81,752","4"
"16","13","The Sorcerer's Apprentice","Disney","$2,375","+9.5%","13","-1","$183","$827,153","12"
"17","-","An Education","Sony","$1,710","-","4","-","$428","$23,965","27"
"18","14","Kick Ass","UIP","$1,568","+6.7%","10","-2","$157","$29,974","4"
"19","12","Sorority Row","n/a","$1,015","-84.0%","4","-1","$254","$8,962","2"
"20","15","The Karate Kid","Sony","$466","+20.7%","1","-5","$466","$570,910","9"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Resident Evil: Afterlife","Sony","$76,724","-27.0%","47","-2","$1,632","$942,119","4"
"2","N","Eat Pray Love","Sony","$41,794","-","13","-","$3,215","$41,794","1"
"3","2"," Tinker Bell and the Great Fairy Rescue","Disney","$41,361","-31.1%","17","-","$2,433","$209,421","3"
"4","3","The Spy Next Door","n/a","$41,048","-21.1%","15","-","$2,737","$106,819","2"
"5","-"," Scar","n/a","$34,321","-","14","-","$2,452","$112,050","2"
"6","4","Wall Street: Money Never Sleeps","Fox","$33,018","-20.4%","25","-","$1,321","$101,245","2"
"7","5","The Expendables","n/a","$19,154","-42.1%","16","-","$1,197","$143,485","3"
"8","6","Grown Ups","Sony","$13,907","-34.0%","12","-13","$1,159","$300,985","5"
"9","8","Battle for Terra","n/a","$12,209","-23.7%","7","-3","$1,744","$75,277","3"
"10","7","Letters to Juliet","Venus","$11,557","-43.3%","11","-","$1,051","$39,657","2"
"11","9","Cats & Dogs: Revenge of Kitty Galore","Importadora","$7,137","-40.6%","26","-","$275","$860,825","7"
"12","N","Sorority Row","n/a","$6,329","-","5","-","$1,266","$6,329","1"
"13","12","The Sorcerer's Apprentice","Disney","$2,169","-60.2%","14","-1","$155","$824,600","11"
"14","10","Kick Ass","UIP","$1,469","-80.9%","12","-1","$122","$28,406","3"
"15","15","The Karate Kid","Sony","$386","-74.9%","6","-5","$64","$570,444","8"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Resident Evil: Afterlife","Sony","$105,041","-50.7%","49","-","$2,144","$834,217","3"
"2","2"," Tinker Bell and the Great Fairy Rescue","Disney","$60,049","-26.4%","17","-","$3,532","$159,527","2"
"3","N","The Spy Next Door","n/a","$52,051","-","15","-","$3,470","$52,051","1"
"4","N","Wall Street: Money Never Sleeps","Fox","$41,464","-","25","-","$1,659","$41,464","1"
"5","3","The Expendables","n/a","$33,067","-35.9%","16","-","$2,067","$110,670","2"
"6","5","Grown Ups","Sony","$21,058","-28.0%","25","-","$842","$280,901","4"
"7","N","Letters to Juliet","Venus","$20,389","-","11","-","$1,854","$20,389","1"
"8","4","Battle for Terra","n/a","$15,995","-51.1%","10","-","$1,600","$58,174","2"
"9","6","Cats & Dogs: Revenge of Kitty Galore","Importadora","$12,007","-48.3%","26","+5","$462","$851,544","6"
"10","-","Kick Ass","UIP","$7,697","-","13","-","$592","$25,618","2"
"11","-","The Last Airbender","UIP","$6,265","-","4","-","$1,566","$495,426","5"
"12","7","The Sorcerer's Apprentice","Disney","$5,444","-30.1%","15","-","$363","$821,510","10"
"13","8","Inception","Importadora","$2,383","-55.4%","2","-4","$1,192","$518,908","8"
"14","11","The Losers","Importadora","$1,814","-50.1%","6","-","$302","$35,383","13"
"15","12","The Karate Kid","Sony","$1,540","-43.3%","11","-","$140","$569,759","7"
"16","9","Law Abiding Citizen","Importadora","$1,271","-71.6%","10","-1","$127","$49,378","14"
"17","13","Nine","Sony","$875","-52.9%","6","-","$146","$56,856","35"
"18","14","Cop Out","Importadora","$513","-62.1%","4","-4","$128","$14,755","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Resident Evil: Afterlife","Sony","$212,848","-27.5%","49","-","$4,344","$645,197","2"
"2","N"," Tinker Bell and the Great Fairy Rescue","Disney","$81,571","-","17","-","$4,798","$81,571","1"
"3","N","The Expendables","n/a","$51,613","-","16","-","$3,226","$51,613","1"
"4","N","Battle for Terra","n/a","$32,682","-","10","-","$3,268","$32,682","1"
"5","3","Grown Ups","Sony","$29,225","-47.7%","25","-","$1,169","$245,977","3"
"6","2","Cats & Dogs: Revenge of Kitty Galore","Importadora","$23,231","-59.6%","21","-28","$1,106","$835,688","5"
"7","11","The Sorcerer's Apprentice","Disney","$7,790","+94.7%","15","+1","$519","$813,877","9"
"8","5","Inception","Importadora","$5,341","-49.9%","6","-6","$890","$512,911","7"
"9","-","Law Abiding Citizen","Importadora","$4,470","-","11","-","$406","$48,007","13"
"10","8","Spread","n/a","$3,646","-45.8%","4","-1","$912","$14,725","2"
"11","-","The Losers","Importadora","$3,632","-","6","-","$605","$31,917","12"
"12","6","The Karate Kid","Sony","$2,718","-73.3%","11","-10","$247","$567,426","6"
"13","-","Nine","Sony","$1,857","-","6","-","$310","$55,007","34"
"14","14","Cop Out","Importadora","$1,354","-55.6%","8","-","$169","$14,088","3"
"15","7","Salt","Sony","$245","-96.8%","1","-20","$245","$255,540","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Resident Evil: Afterlife","Sony","$293,713","-","49","-","$5,994","$293,713","1"
"2","1","Cats & Dogs: Revenge of Kitty Galore","Importadora","$57,496","-53.2%","49","-3","$1,173","$801,433","4"
"3","3","Grown Ups","Sony","$55,901","-39.1%","25","-","$2,236","$191,311","2"
"4","2","The Last Airbender","UIP","$52,196","-53.4%","20","+1","$2,610","$451,147","3"
"5","6","Inception","Importadora","$10,664","-47.4%","12","-3","$889","$502,789","6"
"6","4","The Karate Kid","Sony","$10,168","-57.6%","21","-","$484","$561,104","5"
"7","5","Salt","Sony","$7,741","-66.6%","21","-5","$369","$251,984","4"
"8","N","Spread","n/a","$6,727","-","5","-","$1,345","$6,727","1"
"9","N"," À l'intérieur","n/a","$6,004","-","3","-","$2,001","$6,004","1"
"10","-"," The Echo","n/a","$5,610","-","5","-","$1,122","$30,491","2"
"11","7","The Sorcerer's Apprentice","Disney","$4,001","-57.0%","14","-","$286","$805,276","8"
"12","-"," 100 Feet","n/a","$3,957","-","8","-","$495","$61,383","3"
"13","N","New in Town","n/a","$3,070","-","4","-","$768","$3,070","1"
"14","8","Cop Out","Importadora","$3,050","-47.2%","8","-","$381","$11,379","2"
"15","9","Pandorum","Importadora","$1,621","+323.2%","4","+2","$405","$40,456","9"
"16","-","Ninja Assassin","Importadora","$234","-","4","-","$59","$45,988","28"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","-","Cats & Dogs: Revenge of Kitty Galore","Importadora","$122,776","-","52","-","$2,361","$711,454","3"
"2","-","The Last Airbender","UIP","$111,976","-","19","-","$5,893","$347,542","2"
"3","N","Grown Ups","Sony","$91,783","-","25","-","$3,671","$91,783","1"
"4","1","The Karate Kid","Sony","$23,965","-52.1%","21","-16","$1,141","$539,427","4"
"5","2","Salt","Sony","$23,154","-53.7%","26","-","$891","$233,205","3"
"6","-","Inception","Importadora","$20,259","-","15","-","$1,351","$480,424","5"
"7","3","The Sorcerer's Apprentice","Disney","$9,305","-19.9%","14","-1","$665","$798,386","7"
"8","N","Cop Out","Importadora","$5,777","-","8","-","$722","$5,777","1"
"9","-","Pandorum","Importadora","$383","-","2","-","$192","$27,785","8"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","2","The Karate Kid","Sony","$50,049","-46.8%","37","-","$1,353","$487,254","3"
"2","3","Salt","Sony","$50,037","-38.2%","26","-","$1,925","$178,959","2"
"3","5","The Sorcerer's Apprentice","Disney","$11,623","-24.5%","15","-7","$775","$783,968","6"
"4","10","Prince of Persia: The Sands of Time","Disney","$647","-7.2%","1","-","$647","$1,231,250","14"
"5","7","Predators","Fox","$43","-99.3%","1","-19","$43","$166,369","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Cats & Dogs: Revenge of Kitty Galore","Importadora","$245,999","-","30","-","$8,200","$245,999","1"
"2","1","The Karate Kid","Sony","$93,995","-49.0%","37","-","$2,540","$383,108","2"
"3","N","Salt","Sony","$80,967","-","26","-","$3,114","$80,967","1"
"4","3","Inception","Importadora","$46,817","-51.5%","31","-","$1,510","$384,508","3"
"5","5","The Sorcerer's Apprentice","Disney","$15,400","-74.5%","22","-13","$700","$764,309","5"
"6","-","Furry Vengeance","n/a","$9,967","-","13","-","$767","$61,530","2"
"7","6","Predators","Fox","$6,197","-50.0%","20","-4","$310","$162,899","4"
"8","N","The Children of Huang Shi","n/a","$2,847","-","3","-","$949","$2,847","1"
"9","-","The Twilight Saga: Eclipse","Nuvision","$1,911","-","2","-","$956","$1,110,056","6"
"10","10","Prince of Persia: The Sands of Time","Disney","$697","-49.4%","1","-","$697","$1,230,363","13"
"11","-"," W Delta Z (a.k.a. Waz)","n/a","$353","-","1","-","$353","$18,206","3"
"12","9","Toy Story 3","Disney","$317","-78.9%","3","-9","$106","$2,463,422","10"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","The Karate Kid","Sony","$184,389","-","37","-","$4,983","$201,767","1"
"2","1","Despicable Me","UIP","$122,648","-14.1%","39","-","$3,145","$591,195","3"
"3","3","Inception","Importadora","$96,474","-15.6%","31","+1","$3,112","$284,852","2"
"4","2","Shrek Forever After","UIP","$95,195","-20.1%","31","-29","$3,071","$2,400,720","6"
"5","4","The Sorcerer's Apprentice","Disney","$60,388","-34.2%","35","-","$1,725","$725,234","4"
"6","6","Predators","Fox","$12,405","-58.1%","24","-","$517","$147,374","3"
"7","7","Knight & Day","Fox","$10,959","-41.2%","27","+4","$406","$249,385","4"
"8","8","Green Zone","UIP","$10,428","-26.4%","15","-","$695","$32,920","2"
"9","9","Toy Story 3","Disney","$1,502","-27.4%","12","-4","$125","$2,463,049","9"
"10","10","Prince of Persia: The Sands of Time","Disney","$1,376","+55.3%","1","-","$1,376","$1,229,170","12"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Despicable Me","UIP","$142,736","-26.8%","39","-","$3,660","$396,619","2"
"2","2","Shrek Forever After","UIP","$119,207","-26.3%","60","-","$1,987","$2,243,597","5"
"3","N","Inception","Importadora","$114,316","-","30","-","$3,811","$114,316","1"
"4","3","The Sorcerer's Apprentice","Disney","$91,753","-34.7%","35","-","$2,622","$616,749","3"
"5","4","The Twilight Saga: Eclipse","Nuvision","$36,108","-57.9%","21","-22","$1,719","$1,085,198","4"
"6","5","Predators","Fox","$29,570","-48.3%","24","-","$1,232","$121,147","2"
"7","6","Knight & Day","Fox","$18,650","-60.0%","23","-4","$811","$222,400","3"
"8","N","Green Zone","UIP","$14,158","-","15","-","$944","$14,158","1"
"9","7","Toy Story 3","Disney","$2,069","-55.2%","16","+1","$129","$2,461,332","8"
"10","11","Prince of Persia: The Sands of Time","Disney","$886","-31.2%","1","-","$886","$1,227,212","11"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Despicable Me","UIP","$194,967","-","39","-","$4,999","$194,967","1"
"2","1","Shrek Forever After","UIP","$161,637","-46.5%","60","-","$2,694","$2,042,529","4"
"3","2","The Sorcerer's Apprentice","Disney","$140,603","-25.6%","35","-","$4,017","$446,680","2"
"4","3","The Twilight Saga: Eclipse","Nuvision","$85,834","-52.6%","43","-","$1,996","$998,554","3"
"5","N","Predators","Fox","$57,225","-","24","-","$2,384","$57,225","1"
"6","4","Knight & Day","Fox","$46,578","-32.3%","27","-","$1,725","$174,864","2"
"7","5","Toy Story 3","Disney","$4,615","-86.6%","15","-20","$308","$2,457,675","7"
"8","8","Gamer (2009)","Importadora","$1,601","-65.8%","7","-","$229","$22,047","3"
"9","7","Smother","n/a","$1,433","-71.3%","2","-1","$717","$9,447","2"
"10","6","Marmaduke","Fox","$1,382","-79.6%","14","-10","$99","$200,520","5"
"11","12","Prince of Persia: The Sands of Time","Disney","$1,288","-26.3%","1","-2","$1,288","$1,225,709","10"
"12","-","Ninja Assassin","Importadora","$922","-","4","-","$231","$38,591","22"
"13","13","Pandorum","Importadora","$406","-65.9%","4","-","$102","$6,198","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","2","Shrek Forever After","UIP","$301,938","-24.8%","60","-","$5,032","$1,745,338","3"
"2","N","The Sorcerer's Apprentice","Disney","$189,041","-","35","-","$5,401","$189,041","1"
"3","1","The Twilight Saga: Eclipse","Nuvision","$181,146","-58.0%","43","-","$4,213","$813,828","2"
