" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"2","N","The Book of Eli","Sony","$56,680","-","23","-","$2,464","$56,680","1"
"3","2","The Blind Side","Importadora","$24,762","-28.8%","13","-","$1,905","$77,218","2"
"4","3","Armored","Sony","$19,343","-34.6%","19","-3","$1,018","$69,405","2"
"5","5","Old Dogs","Disney","$10,018","-47.4%","25","-1","$401","$622,894","6"
"6","-","Nine","Sony","$9,091","-","6","-","$1,515","$39,603","8"
"7","4","Percy Jackson & The Olympians: The Lightning Thief","Fox","$8,507","-56.0%","13","-8","$654","$560,923","6"
"9","8","Avatar","Fox","$5,122","-40.3%","6","-","$854","$2,688,596","14"
"10","10","Poemas De Salvacion","n/a","$3,375","-51.3%","3","-1","$1,125","$119,734","5"
"11","13","Step Father (2009)","Sony","$3,285","-4.8%","12","-3","$274","$91,193","4"
"12","14","El secreto de sus ojos","n/a","$3,031","+41.6%","3","+1","$1,010","$30,367","5"
"13","12","Tooth Fairy","Fox","$2,857","-39.8%","3","-11","$952","$702,632","8"
"14","6","Funny People","UIP","$2,622","-82.5%","15","-","$175","$63,149","3"
"15","11"," Un Novio para mi mujer","Importadora","$2,498","-51.1%","6","-","$416","$54,497","20"
"16","9","Ninja Assassin","Importadora","$1,909","-76.2%","9","-","$212","$33,038","3"
"17","7","Cirque du Freak: The Vampire's Assistant","UIP","$1,367","-85.9%","13","-8","$105","$137,544","4"
"18","-","Everybody's Fine","Disney","$1,248","-","1","-","$1,248","$72,850","8"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Alice in Wonderland (2010)","Disney","$398,511","-19.2%","53","-","$7,519","$1,179,712","2"
"2","N","The Blind Side","Importadora","$34,796","-","13","-","$2,677","$34,796","1"
"3","N","Armored","Sony","$29,596","-","22","-","$1,345","$29,596","1"
"4","2","Percy Jackson & The Olympians: The Lightning Thief","Fox","$19,349","-50.4%","21","-4","$921","$544,052","5"
"5","3","Old Dogs","Disney","$19,060","-41.3%","26","-2","$733","$606,119","5"
"6","5","Funny People","UIP","$15,012","-41.8%","15","+1","$1,001","$53,887","2"
"7","4","Cirque du Freak: The Vampire's Assistant","UIP","$9,670","-66.5%","21","-","$460","$130,650","3"
"8","8","Avatar","Fox","$8,574","-32.2%","6","-3","$1,429","$2,680,123","13"
"9","9","Ninja Assassin","Importadora","$8,023","-30.1%","9","-","$891","$26,620","2"
"10","7","Poemas De Salvacion","n/a","$6,932","-51.2%","4","-","$1,733","$111,421","4"
"11","-"," Un Novio para mi mujer","Importadora","$5,107","-","6","-","$851","$48,621","19"
"12","10","Tooth Fairy","Fox","$4,749","-43.7%","14","-4","$339","$699,444","7"
"13","6","Step Father (2009)","Sony","$3,452","-82.5%","15","-6","$230","$85,962","3"
"14","14","El secreto de sus ojos","n/a","$2,141","+41.4%","2","-","$1,071","$26,162","4"
"15","12"," Grindhouse: Death Proof","n/a","$1,651","-70.3%","3","-","$550","$9,482","2"
"16","11","Valentine's Day","Importadora","$1,350","-78.2%","9","-19","$150","$346,625","5"
"17","18","The Princess and the Frog","Disney","$467","+0.7%","6","-","$78","$764,349","12"
"18","16","Invictus","Importadora","$311","-63.9%","8","-","$39","$22,275","4"
"19","15","Over Her Dead Body","Importadora","$180","-81.6%","1","-6","$180","$73,340","11"
"20","17","Pride & Glory","Importadora","$131","-79.8%","1","-4","$131","$49,489","17"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Alice in Wonderland (2010)","Disney","$493,099","-","53","-","$9,304","$493,099","1"
"2","2","Percy Jackson & The Olympians: The Lightning Thief","Fox","$39,032","-48.2%","25","-","$1,561","$510,462","4"
"3","1","Old Dogs","Disney","$32,476","-59.4%","28","-","$1,160","$573,404","4"
"4","3","Cirque du Freak: The Vampire's Assistant","UIP","$28,823","-44.1%","21","-","$1,373","$105,807","2"
"5","N","Funny People","UIP","$25,799","-","14","-","$1,843","$25,799","1"
"6","4","Step Father (2009)","Sony","$19,664","-41.5%","21","-1","$936","$71,391","2"
"7","9","Poemas De Salvacion","n/a","$14,193","-18.8%","4","-","$3,548","$92,062","3"
"8","5","Avatar","Fox","$12,638","-61.3%","9","-2","$1,404","$2,666,487","12"
"9","N","Ninja Assassin","Importadora","$11,480","-","9","-","$1,276","$11,480","1"
"10","6","Tooth Fairy","Fox","$8,436","-71.6%","18","-3","$469","$692,063","6"
"11","7","Valentine's Day","Importadora","$6,193","-76.0%","28","-","$221","$334,889","4"
"12","N"," Grindhouse: Death Proof","n/a","$5,561","-","3","-","$1,854","$5,561","1"
"13","10","Couples Retreat","UIP","$2,361","-70.0%","12","-2","$197","$91,971","4"
"14","13","El secreto de sus ojos","n/a","$1,514","-46.3%","2","-2","$757","$22,373","3"
"15","11","Over Her Dead Body","Importadora","$979","-85.9%","7","-","$140","$72,593","10"
"16","12","Invictus","Importadora","$862","-83.5%","8","-","$108","$21,722","3"
"17","17","Pride & Glory","Importadora","$647","-52.0%","5","+1","$129","$48,933","16"
"18","14","The Princess and the Frog","Disney","$464","-72.0%","6","-5","$77","$763,785","11"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Old Dogs","Disney","$80,055","-26.2%","28","-","$2,859","$505,740","3"
"2","2","Percy Jackson & The Olympians: The Lightning Thief","Fox","$75,278","-22.0%","25","-6","$3,011","$438,815","3"
"3","N","Cirque du Freak: The Vampire's Assistant","UIP","$51,586","-","21","-","$2,456","$51,586","1"
"4","N","Step Father (2009)","Sony","$33,609","-","22","-","$1,528","$33,609","1"
"5","5","Avatar","Fox","$32,619","-14.0%","11","-15","$2,965","$2,634,598","11"
"6","4","Tooth Fairy","Fox","$29,708","-31.6%","21","-10","$1,415","$674,427","5"
"7","3","Valentine's Day","Importadora","$25,779","-55.1%","28","-","$921","$308,480","3"
"8","6","Toy Story 2 (3D)","Disney","$19,970","-29.3%","14","+1","$1,426","$243,031","4"
"9","-","Poemas De Salvacion","n/a","$17,482","-","4","-","$4,371","$57,920","2"
"10","7","Couples Retreat","UIP","$7,862","-60.6%","14","-1","$562","$85,995","3"
"11","8","Over Her Dead Body","Importadora","$6,952","-38.2%","7","-","$993","$67,553","9"
"12","9","Invictus","Importadora","$5,208","-44.1%","8","-","$651","$18,503","2"
"13","10","El secreto de sus ojos","n/a","$2,819","-48.2%","4","-1","$705","$19,052","2"
"14","15","The Princess and the Frog","Disney","$1,659","-2.9%","11","-3","$151","$763,087","10"
"15","11","Sherlock Holmes","Importadora","$1,594","-65.3%","4","-2","$399","$536,998","7"
"16","-"," El Ratón Pérez 2","Importadora","$1,551","-","1","-","$1,551","$165,529","18"
"17","13","Pride & Glory","Importadora","$1,349","-57.0%","4","-","$337","$47,514","15"
"18","14","Coco avant Chanel","Importadora","$503","-79.7%","5","-4","$101","$53,408","11"
"19","17","Importadora","$447","-65.5%","7","-","$64","$20,687","4",""
"20","12","Everybody's Fine","Disney","$307","-91.2%","1","-11","$307","$71,480","5"
"21","16","Nine","Sony","$159","-88.8%","1","-2","$159","$29,512","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Old Dogs","Disney","$108,401","-22.3%","28","-","$3,871","$373,059","2"
"2","2","Percy Jackson & The Olympians: The Lightning Thief","Fox","$96,520","-14.2%","31","-","$3,114","$317,587","2"
"3","-","Valentine's Day","Importadora","$57,350","-","28","-","$2,048","$247,255","2"
"4","3","Tooth Fairy","Fox","$43,416","-31.2%","31","-","$1,401","$627,664","4"
"5","4","Avatar","Fox","$37,907","-22.2%","26","-3","$1,458","$2,584,607","10"
"6","5","Toy Story 2 (3D)","Disney","$28,260","-31.1%","13","-1","$2,174","$215,398","3"
"7","6","Couples Retreat","UIP","$19,928","-21.3%","15","-","$1,329","$67,391","2"
"8","-","Over Her Dead Body","Importadora","$11,245","-","7","-","$1,606","$53,374","8"
"9","N","Invictus","Importadora","$9,315","-","8","-","$1,164","$9,315","1"
"10","N","El secreto de sus ojos","n/a","$5,441","-","5","-","$1,088","$5,441","1"
"11","-","Sherlock Holmes","Importadora","$4,595","-","6","-","$766","$533,654","6"
"12","7","Everybody's Fine","Disney","$3,469","+24.1%","12","-","$289","$69,117","4"
"13","-","Pride & Glory","Importadora","$3,136","-","4","-","$784","$44,695","14"
"14","-","Coco avant Chanel","Importadora","$2,481","-","9","-","$276","$51,589","10"
"15","10","The Princess and the Frog","Disney","$1,709","+14.8%","14","+1","$122","$761,189","9"
"16","9","Nine","Sony","$1,425","-20.4%","3","-3","$475","$28,741","4"
"17","-","Importadora","$1,296","-","7","-","$185","$19,816","3",""
"18","11","Alvin and the Chipmunks: The Squeakquel","Fox","$512","-56.2%","6","-5","$85","$780,163","9"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Old Dogs","Disney","$139,468","-","28","-","$4,981","$139,468","1"
"2","N","Percy Jackson & The Olympians: The Lightning Thief","Fox","$112,442","-","31","-","$3,627","$112,442","1"
"3","1","Tooth Fairy","Fox","$63,108","-56.6%","31","-","$2,036","$572,085","3"
"4","2","Avatar","Fox","$48,707","-42.4%","29","-6","$1,680","$2,503,924","9"
"5","3","Toy Story 2 (3D)","Disney","$41,015","-49.2%","14","-","$2,930","$180,951","2"
"6","N","Couples Retreat","UIP","$25,318","-","15","-","$1,688","$25,318","1"
"7","5","Everybody's Fine","Disney","$2,796","-81.2%","12","-","$233","$62,259","3"
"8","8","Up in the Air","UIP","$2,027","-76.7%","10","-5","$203","$108,924","4"
"9","11","Nine","Sony","$1,790","-73.3%","6","-1","$298","$25,657","3"
"10","10","The Princess and the Frog","Disney","$1,489","-78.8%","13","-4","$115","$759,480","8"
"11","6","Alvin and the Chipmunks: The Squeakquel","Fox","$1,168","-88.2%","11","-12","$106","$779,650","8"
"12","18","Zombieland","Sony","$29","-96.9%","2","-2","$15","$99,526","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Tooth Fairy","Fox","$145,477","-14.8%","31","-","$4,693","$398,290","2"
"2","2","Avatar","Fox","$84,587","+5.0%","35","-","$2,417","$2,411,627","8"
"3","N","Toy Story 2 (3D)","Disney","$80,685","-","14","-","$5,763","$80,685","1"
"4","-","Sherlock Holmes","Importadora","$38,000","-","28","-","$1,357","$493,965","4"
"5","4","Everybody's Fine","Disney","$14,844","-33.2%","12","-","$1,237","$50,938","2"
"6","6","Alvin and the Chipmunks: The Squeakquel","Fox","$9,897","-45.4%","23","-2","$430","$775,029","7"
"7","N","Importadora","$9,005","-","7","-","$1,286","$9,005","1",""
"8","5","Up in the Air","UIP","$8,702","-55.4%","15","-","$580","$100,071","3"
"9","-","Coco avant Chanel","Importadora","$8,181","-","9","-","$909","$37,439","8"
"10","7","The Princess and the Frog","Disney","$7,035","-42.0%","17","-12","$414","$755,068","7"
"11","8","Nine","Sony","$6,695","-33.3%","7","-","$956","$20,944","2"
"12","-"," Un Novio para mi mujer","Importadora","$5,030","-","7","-","$719","$39,493","14"
"13","-","Whiteout","Importadora","$1,763","-","4","-","$441","$111,343","14"
"14","-","Astro Boy","n/a","$1,436","-","13","-","$110","$60,064","3"
"15","-","Over Her Dead Body","Importadora","$1,409","-","1","-","$1,409","$41,232","6"
"16","-","The Hangover","Importadora","$1,160","-","1","-","$1,160","$207,260","25"
"17","3"," Toy Story in 3D","Disney","$950","-98.4%","2","-12","$475","$202,181","3"
"18","9","Zombieland","Sony","$922","-72.9%","4","-2","$231","$98,845","5"
"19","10","Inglourious Basterds","UIP","$838","-47.9%","3","-","$279","$1,224","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Tooth Fairy","Fox","$170,700","-","31","-","$5,506","$170,700","1"
"2","3","Avatar","Fox","$80,585","-10.9%","35","-7","$2,302","$2,266,503","7"
"3","2"," Toy Story in 3D","Disney","$60,492","-33.1%","14","+1","$4,321","$178,883","2"
"4","N","Everybody's Fine","Disney","$22,228","-","12","-","$1,852","$22,228","1"
"5","5","Up in the Air","UIP","$19,499","-47.6%","15","-","$1,300","$61,638","2"
"6","4","Alvin and the Chipmunks: The Squeakquel","Fox","$18,139","-53.5%","25","-3","$726","$760,740","6"
"7","-","The Princess and the Frog","Disney","$12,132","-","29","-","$418","$744,110","6"
"8","N","Nine","Sony","$10,038","-","7","-","$1,434","$10,038","1"
"9","9","Zombieland","Sony","$3,399","-52.4%","6","-15","$567","$95,967","4"
"10","10","Inglourious Basterds","UIP","$1,607","-68.1%","3","-18","$536","$120,959","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","2","Sherlock Holmes","Importadora","$104,294","-33.4%","28","-","$3,725","$332,359","2"
"2","N"," Toy Story in 3D","Disney","$90,482","-","13","-","$6,960","$90,482","1"
"3","1","Avatar","Fox","$90,476","-45.8%","42","+2","$2,154","$2,126,334","6"
"4","3","Alvin and the Chipmunks: The Squeakquel","Fox","$39,042","-36.8%","28","-3","$1,394","$726,698","5"
"5","N","Up in the Air","UIP","$37,176","-","15","-","$2,478","$40,718","1"
"6","N","Astro Boy","n/a","$27,436","-","13","-","$2,110","$27,436","1"
"7","5","Paranormal Activity","n/a","$19,112","-31.0%","15","-","$1,274","$250,472","4"
"8","12","Whiteout","Importadora","$7,227","+1,179.1%","4","+1","$1,807","$100,446","12"
"9","6","Zombieland","Sony","$7,140","-62.1%","21","-","$340","$88,676","3"
"10","8","Inglourious Basterds","UIP","$5,035","-40.7%","21","-","$240","$116,319","4"
"11","7","Big Stan","Importadora","$3,798","-64.1%","11","+5","$345","$45,542","3"
"12","9","Over Her Dead Body","Importadora","$1,940","-27.8%","2","-6","$970","$38,121","4"
"13","11","2012","Sony","$317","-61.3%","1","-1","$317","$1,556,775","11"
"14","16","Coco avant Chanel","Importadora","$256","-4.5%","1","-7","$256","$29,220","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","1","Avatar","Fox","$166,918","-17.8%","40","-4","$4,173","$1,947,434","5","Unknown"
"2","N","Sherlock Holmes","Importadora","$156,687","-","28","-","$5,596","$156,687","1","Unknown"
"3","2","Alvin and the Chipmunks: The Squeakquel","Fox","$61,803","-27.6%","31","-1","$1,994","$667,706","4","Unknown"
"4","3","The Princess and the Frog","Disney","$51,229","-34.2%","31","-","$1,653","$681,631","4","Unknown"
"5","-","Paranormal Activity","n/a","$27,710","-","15","-","$1,847","$216,185","3","Unknown"
"6","4","Zombieland","Sony","$18,847","-46.8%","21","-","$897","$72,672","2","Unknown"
"7","6","Big Stan","Importadora","$10,579","-30.7%","6","-4","$1,763","$35,485","2","USA"
"8","5","Inglourious Basterds","UIP","$8,497","-67.2%","21","-","$405","$106,826","3","Unknown"
"9","-","Over Her Dead Body","Importadora","$2,686","-","8","-","$336","$34,870","3","USA"
"10","-","The Twilight Saga: New Moon","Nuvision","$1,244","-","3","-","$415","$992,245","8","Unknown"
"11","7","2012","Sony","$819","-79.1%","2","-2","$410","$1,556,155","10","Unknown"
"12","11","Whiteout","Importadora","$565","-26.1%","3","+2","$188","$92,999","11","Unknown"
"13","9","A Christmas Carol (2009)","Disney","$432","-51.7%","5","-5","$86","$1,033,378","11","Unknown"
"14","-","Last Chance Harvey","n/a","$404","-","4","-","$101","$30,884","4","UK, USA"
"15","12"," El Ratón Pérez 2","Importadora","$299","-","5","-1","$60","$163,429","12","Argentina, Spain"
"16","8","Coco avant Chanel","Importadora","$268","-85.5%","8","+1","$34","$28,856","5","France"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Avatar","Fox","$202,997","-22.5%","44","+2","$4,614","$1,674,120","4"
"2","3","Alvin and the Chipmunks: The Squeakquel","Fox","$85,405","-43.0%","32","-","$2,669","$580,490","3"
"3","2","The Princess and the Frog","Disney","$77,823","-48.7%","31","-","$2,510","$608,023","3"
"4","N","Zombieland","Sony","$35,441","-","21","-","$1,688","$35,441","1"
"5","5","Inglourious Basterds","UIP","$25,881","-37.9%","21","-","$1,232","$86,890","2"
"6","N","Big Stan","Importadora","$15,271","-","10","-","$1,527","$15,271","1"
"7","8","2012","Sony","$3,916","-49.0%","4","-2","$979","$1,553,923","9"
"8","10","Coco avant Chanel","Importadora","$1,848","-58.3%","7","-","$264","$27,766","4"
"9","13","A Christmas Carol (2009)","Disney","$894","-41.0%","10","-6","$89","$1,032,946","10"
"10","12","My Sister's Keeper","Importadora","$806","-70.5%","2","-","$403","$124,234","15"
"11","11","Whiteout","Importadora","$764","-77.8%","1","-6","$764","$92,209","10"
"12","14"," El Ratón Pérez 2","Importadora","$299","-72.7%","6","-1","$50","$163,130","11"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Avatar","Fox","$261,957","-21.7%","42","-5","$6,237","$1,317,143","3"
"2","2","The Princess and the Frog","Disney","$151,710","-37.6%","31","-","$4,894","$493,510","2"
"3","3","Alvin and the Chipmunks: The Squeakquel","Fox","$149,925","-24.4%","32","-","$4,685","$451,977","2"
"4","N","Paranormal Activity","n/a","$70,572","-","15","-","$4,705","$70,572","1"
"5","N","Inglourious Basterds","UIP","$41,673","-","21","-","$1,984","$41,673","1"
"6","-","The Twilight Saga: New Moon","Nuvision","$19,628","-","14","-","$1,402","$984,229","6"
"7","N","Over Her Dead Body","Importadora","$13,986","-","8","-","$1,748","$13,987","1"
"8","4","2012","Sony","$7,680","-61.3%","6","-8","$1,280","$1,547,517","8"
"9","-","Last Chance Harvey","n/a","$5,708","-","6","-","$951","$28,657","2"
"10","5","Coco avant Chanel","Importadora","$4,431","-12.6%","7","-","$633","$24,344","3"
"11","7","Whiteout","Importadora","$3,435","-30.2%","7","-","$491","$89,952","9"
"12","8","My Sister's Keeper","Importadora","$2,735","-21.8%","2","-","$1,368","$122,417","14"
"13","10","A Christmas Carol (2009)","Disney","$1,516","-10.7%","16","+2","$95","$1,031,587","9"
"14","9"," El Ratón Pérez 2","Importadora","$1,097","-53.3%","7","-1","$157","$162,650","10"
"15","12"," El delfín: La historia de un soñador (The Dolphin: Story of a Dreamer)","Fox","$168","+107.4%","2","-1","$84","$166,726","13"
"16","6","Jennifer's Body","Fox","$164","-96.8%","1","-8","$164","$107,815","5"
