" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"9","-","The Book of Eli","Sony","$425","-","1","-","$425","$630,714","55"
"10","9","Burlesque","Sony","$414","+59.9%","2","+1","$207","$311,886","15"
"11","7","You Again","Disney","$382","-30.0%","1","-","$382","$170,122","25"
"12","-","Grown Ups","Sony","$95","-","1","-","$95","$488,350","36"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","No Strings Attached","UIP","$10,845","-42.7%","5","-6","$2,169","$904,876","11"
"2","3","Eat Pray Love","Sony","$2,347","-62.8%","1","-3","$2,347","$1,530,058","28"
"3","4","Little Fockers","UIP","$1,607","-67.4%","1","-2","$1,607","$518,106","16"
"4","7","Life as We Know It","WB","$1,337","+62.5%","1","-","$1,337","$311,439","27"
"5","2","Faster","Sony","$815","-92.8%","2","-4","$408","$887,062","15"
"6","11","Paranormal Activity 2","UIP","$582","+261.5%","1","-","$582","$374,996","21"
"7","-","You Again","Disney","$546","-","1","-","$546","$166,767","24"
"8","-","Takers","Sony","$481","-","1","-","$481","$758,427","26"
"9","-","Burlesque","Sony","$259","-","1","-","$259","$311,261","14"
"10","5","The Tourist","Sony","$240","-91.1%","1","-","$240","$2,474,239","17"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","No Strings Attached","UIP","$18,930","+18.9%","11","+3","$1,721","$884,198","10"
"2","2","Faster","Sony","$11,313","+23.5%","6","-1","$1,886","$884,241","14"
"3","8","Eat Pray Love","Sony","$6,314","+483.0%","4","+3","$1,579","$1,525,195","27"
"4","3","Little Fockers","UIP","$4,927","-38.0%","3","-2","$1,642","$515,072","15"
"5","-","The Tourist","Sony","$2,681","-","1","-","$2,681","$2,473,461","16"
"6","4","Devil","UIP","$981","-82.0%","2","-2","$491","$283,914","18"
"7","-","Life as We Know It","WB","$823","-","1","-","$823","$310,102","26"
"8","9","Due Date","WB","$599","-43.7%","1","-","$599","$354,784","19"
"9","11","The Other Guys","Sony","$262","+51.5%","1","-","$262","$352,412","28"
"10","-","Legion (2010)","Sony","$175","-","2","-","$88","$723,331","64"
"11","5","Paranormal Activity 2","UIP","$161","-96.1%","1","-1","$161","$374,414","20"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","No Strings Attached","UIP","$15,919","-2.6%","8","+2","$1,990","$854,890","9"
"2","2","Faster","Sony","$9,161","-29.5%","7","-2","$1,309","$871,192","13"
"3","-","Little Fockers","UIP","$7,942","-","5","-","$1,588","$503,435","14"
"4","5","Devil","UIP","$5,442","+10.6%","4","+2","$1,361","$279,381","17"
"5","6","Paranormal Activity 2","UIP","$4,123","+1.3%","2","-","$2,062","$373,007","19"
"6","3","The Green Hornet","Sony","$2,793","-60.2%","3","-","$931","$2,435,180","10"
"7","-","The Losers","WB","$1,118","-","1","-","$1,118","$170,810","46"
"8","7","Eat Pray Love","Sony","$1,083","-70.5%","1","-2","$1,083","$1,518,854","26"
"9","-","Due Date","WB","$1,063","-","1","-","$1,063","$353,661","18"
"10","4","Grown Ups","Sony","$727","-88.5%","3","+1","$242","$488,255","33"
"11","10","The Other Guys","Sony","$173","-53.6%","1","-","$173","$352,150","27"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","4","No Strings Attached","UIP","$16,343","+755.2%","6","+3","$2,724","$829,309","8"
"2","1","Faster","Sony","$12,986","-34.8%","9","-","$1,443","$860,138","12"
"3","3","The Green Hornet","Sony","$7,011","+217.4%","3","-2","$2,337","$2,431,184","9"
"4","-","Grown Ups","Sony","$6,343","-","2","-","$3,172","$485,597","32"
"5","5","Devil","UIP","$4,921","+160.0%","2","+1","$2,461","$270,551","16"
"6","11","Paranormal Activity 2","UIP","$4,070","+1,595.8%","2","+1","$2,035","$367,027","18"
"7","13","Eat Pray Love","Sony","$3,671","+2,238.2%","3","+2","$1,224","$1,516,998","25"
"8","7","The Tourist","Sony","$3,510","+220.8%","3","+1","$1,170","$2,469,961","14"
"9","2","Going the Distance","WB","$482","-91.1%","1","-4","$482","$93,910","26"
"10","9","The Other Guys","Sony","$373","-10.3%","1","-","$373","$351,977","26"
"11","14","Takers","Sony","$4","-94.4%","1","-","$4","$757,946","23"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","4","Faster","Sony","$19,922","+226.8%","9","+6","$2,214","$843,284","11"
"2","-","Going the Distance","WB","$5,392","-","5","-","$1,078","$90,460","25"
"3","3","The Green Hornet","Sony","$2,209","-70.1%","5","-","$442","$2,423,342","8"
"4","6","No Strings Attached","UIP","$1,911","-64.3%","3","-2","$637","$795,689","7"
"5","1","Devil","UIP","$1,893","-87.2%","1","-10","$1,893","$261,701","15"
"6","2","The Bounty Hunter","Sony","$1,300","-88.9%","4","-2","$325","$242,605","47"
"7","13","The Tourist","Sony","$1,094","+124.6%","2","+1","$547","$2,465,533","13"
"8","5","Burlesque","Sony","$499","-91.0%","3","-5","$166","$310,930","10"
"9","-","The Other Guys","Sony","$416","-","1","-","$416","$351,605","25"
"10","7","Underworld: Rise of the Lycans","Sony","$343","-87.4%","1","-","$343","$672,678","112"
"11","15","Paranormal Activity 2","UIP","$240","-43.8%","1","-","$240","$356,968","17"
"12","8","The Social Network","Sony","$223","-89.0%","1","-","$223","$363,261","21"
"13","10","Eat Pray Love","Sony","$157","-85.3%","1","-1","$157","$1,512,880","24"
"14","14","Takers","Sony","$72","-83.3%","1","-2","$72","$757,936","22"
"15","12","The Taking of Pelham One, Two, Three","Sony","$23","-95.4%","1","-1","$23","$505,763","85"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Devil","UIP","$14,823","-42.2%","11","-6","$1,348","$254,015","14"
"2","-","The Bounty Hunter","Sony","$11,724","-","6","-","$1,954","$238,993","46"
"3","3","The Green Hornet","Sony","$7,375","-8.6%","5","-","$1,475","$2,419,391","7"
"4","5","Faster","Sony","$6,096","-10.4%","3","-2","$2,032","$822,447","10"
"5","17","Burlesque","Sony","$5,563","+457.4%","8","+7","$695","$309,209","9"
"6","2","No Strings Attached","UIP","$5,345","-66.3%","5","-6","$1,069","$791,883","6"
"7","9","Underworld: Rise of the Lycans","Sony","$2,711","-8.3%","1","-","$2,711","$671,565","111"
"8","-","The Social Network","Sony","$2,023","-","1","-","$2,023","$362,528","20"
"9","13","Cop Out","WB","$1,363","-47.1%","1","-1","$1,363","$291,321","48"
"10","10","Eat Pray Love","Sony","$1,066","-62.9%","2","-1","$533","$1,512,407","23"
"11","4","Little Fockers","UIP","$800","-89.6%","1","-5","$800","$488,427","11"
"12","15","The Taking of Pelham One, Two, Three","Sony","$498","-66.2%","2","+1","$249","$505,711","84"
"13","14","The Tourist","Sony","$487","-71.6%","1","-2","$487","$2,464,380","12"
"14","11","Takers","Sony","$431","-84.5%","3","-","$144","$757,853","21"
"15","7","Paranormal Activity 2","UIP","$427","-89.4%","1","-14","$427","$355,146","16"
"16","6","Legion (2010)","Sony","$384","-91.4%","2","-","$192","$722,986","60"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","-","Devil","UIP","$25,639","-","17","-","$1,508","$226,499","13"
"2","1","No Strings Attached","UIP","$15,852","-61.4%","11","-14","$1,441","$779,692","5"
"3","2","The Green Hornet","Sony","$8,070","-67.5%","5","-18","$1,614","$2,410,384","6"
"4","3","Little Fockers","UIP","$7,723","-52.1%","6","-1","$1,287","$484,483","10"
"5","12","Faster","Sony","$6,806","+925.0%","5","+4","$1,361","$813,991","9"
"6","8","Legion (2010)","Sony","$4,437","+1.2%","2","+1","$2,219","$721,410","59"
"7","5","Paranormal Activity 2","UIP","$4,038","-63.4%","15","+7","$269","$354,267","15"
"8","6","Due Date","WB","$3,461","-51.8%","5","-","$692","$342,354","14"
"9","-","Underworld: Rise of the Lycans","Sony","$2,956","-","1","-","$2,956","$667,861","110"
"10","-","Eat Pray Love","Sony","$2,872","-","3","-","$957","$1,510,171","22"
"11","-","Takers","Sony","$2,784","-","3","-","$928","$756,722","20"
"12","-","Tangled","Disney","$2,759","-","2","-","$1,380","$1,894,079","15"
"13","4","Cop Out","WB","$2,574","-79.7%","2","-4","$1,287","$288,380","47"
"14","7","The Tourist","Sony","$1,717","-62.5%","3","-","$572","$2,463,674","11"
"15","-","The Taking of Pelham One, Two, Three","Sony","$1,475","-","1","-","$1,475","$504,535","83"
"16","-","Shutter Island","UIP","$1,181","-","1","-","$1,181","$772,735","54"
"17","-","Burlesque","Sony","$998","-","1","-","$998","$302,773","8"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","2","No Strings Attached","UIP","$41,047","-40.7%","25","-8","$1,642","$749,368","4"
"2","1","The Green Hornet","Sony","$24,820","-71.8%","23","-36","$1,079","$2,398,116","5"
"3","-","Little Fockers","UIP","$16,137","-","7","-","$2,305","$471,339","9"
"4","-","Cop Out","WB","$12,663","-","6","-","$2,111","$280,755","46"
"5","4","Paranormal Activity 2","UIP","$11,041","+32.2%","8","+1","$1,380","$345,200","14"
"6","-","Due Date","WB","$7,179","-","5","-","$1,436","$335,045","13"
"7","7","The Tourist","Sony","$4,578","+60.9%","3","-","$1,526","$2,461,172","10"
"8","-","Legion (2010)","Sony","$4,383","-","1","-","$4,383","$716,153","58"
"9","3","The Book of Eli","Sony","$3,111","-68.8%","1","-3","$3,111","$629,625","47"
"10","6","Life as We Know It","WB","$2,206","-42.8%","1","-1","$2,206","$304,279","20"
"11","-","The Back-Up Plan","Sony","$1,101","-","1","-","$1,101","$119,377","30"
"12","8","Faster","Sony","$664","-74.3%","1","-","$664","$806,705","8"
"13","-","Inception","WB","$512","-","1","-","$512","$2,439,468","34"
"14","-","The Social Network","Sony","$207","-","1","-","$207","$360,505","18"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","The Green Hornet","Sony","$88,036","-62.2%","59","-3","$1,492","$2,357,697","4"
"2","2","No Strings Attached","UIP","$69,169","-52.4%","33","+9","$2,096","$665,203","3"
"3","4","The Book of Eli","Sony","$9,977","+273.4%","4","-2","$2,494","$624,586","46"
"4","8","Paranormal Activity 2","UIP","$8,352","+701.5%","7","+6","$1,193","$321,111","13"
"5","-","G-Force","Disney","$7,155","-","2","-","$3,578","$1,380,947","76"
"6","3","Life as We Know It","WB","$3,859","-33.1%","2","-2","$1,930","$292,984","19"
"7","12","The Tourist","Sony","$2,845","+469.0%","3","+2","$948","$2,455,862","9"
"8","10","Faster","Sony","$2,579","+313.3%","1","-","$2,579","$805,446","7"
"9","6","Eat Pray Love","Sony","$123","-91.7%","1","-","$123","$1,507,295","20"
"10","5","You Again","Disney","$76","-95.0%","1","-","$76","$159,919","16"
"11","13","Takers","Sony","$7","-98.3%","1","-","$7","$753,938","18"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","The Green Hornet","Sony","$232,786","-47.9%","62","-18","$3,755","$2,229,780","3"
"2","2","No Strings Attached","UIP","$145,174","-21.5%","24","-","$6,049","$542,623","2"
"3","-","Life as We Know It","WB","$5,764","-","4","-","$1,441","$286,608","18"
"4","12","The Book of Eli","Sony","$2,672","+864.6%","6","+5","$445","$613,273","45"
"5","-","You Again","Disney","$1,521","-","1","-","$1,521","$159,446","15"
"6","7","Eat Pray Love","Sony","$1,477","-44.6%","1","-1","$1,477","$1,506,922","19"
"7","4","Burlesque","Sony","$1,049","-73.2%","1","-6","$1,049","$301,417","5"
"8","-","Paranormal Activity 2","UIP","$1,042","-","1","-","$1,042","$310,689","12"
"9","5","Yogi Bear","WB","$999","-68.5%","2","-4","$500","$448,468","5"
"10","10","Faster","Sony","$624","+46.1%","1","-1","$624","$802,593","6"
"11","-","Zombieland","Sony","$540","-","1","-","$540","$231,250","63"
"12","6","The Tourist","Sony","$500","-83.3%","1","-9","$500","$2,452,642","8"
"13","11","Takers","Sony","$411","+11.4%","1","-","$411","$753,923","17"
"14","3","The Social Network","Sony","$392","-90.2%","2","-1","$196","$360,245","16"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","The Green Hornet","Sony","$446,534","-58.5%","80","-","$5,582","$1,753,063","2"
"2","N","No Strings Attached","UIP","$185,012","-","24","-","$7,709","$244,810","1"
"3","-","The Social Network","Sony","$3,997","-","3","-","$1,332","$357,992","15"
"4","2","Burlesque","Sony","$3,917","-86.6%","7","-3","$560","$298,283","4"
"5","4","Yogi Bear","WB","$3,173","-79.5%","6","-1","$529","$444,368","4"
"6","3","The Tourist","Sony","$2,996","-84.3%","10","-","$300","$2,451,103","7"
"7","-","Eat Pray Love","Sony","$2,668","-","2","-","$1,334","$1,503,341","18"
"8","-","The Bounty Hunter","Sony","$1,252","-","1","-","$1,252","$227,268","41"
"9","7","Grown Ups","Sony","$658","+103.1%","1","-","$658","$478,714","25"
"10","5","Faster","Sony","$427","-89.7%","2","-2","$214","$800,466","5"
"11","-","Takers","Sony","$369","-","1","-","$369","$753,512","16"
"12","-","The Book of Eli","Sony","$277","-","1","-","$277","$610,601","44"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","The Green Hornet","Sony","$1,076,289","-","80","-","$13,454","$1,137,507","1"
"2","1","Burlesque","Sony","$29,291","-65.9%","10","-20","$2,929","$291,149","3"
"3","2","The Tourist","Sony","$19,083","-76.3%","10","-29","$1,908","$2,445,247","6"
"4","4","Yogi Bear","WB","$15,486","-71.9%","7","-11","$2,212","$439,689","3"
"5","3","Faster","Sony","$4,142","-94.2%","4","-36","$1,036","$799,695","4"
"6","7","Tron Legacy","Disney","$1,733","-16.8%","2","-","$867","$2,467,545","8"
"7","5","Grown Ups","Sony","$324","-94.5%","1","-4","$324","$477,649","24"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","4","Burlesque","Sony","$85,997","-29.3%","30","-","$2,867","$249,132","2"
"2","3","The Tourist","Sony","$80,525","-58.0%","39","-21","$2,065","$2,412,212","5"
"3","2","Faster","Sony","$70,845","-68.3%","40","-","$1,771","$787,160","3"
"4","1","Yogi Bear","WB","$55,171","-77.4%","18","-42","$3,065","$417,017","2"
"5","7","Grown Ups","Sony","$5,900","+63.7%","5","+4","$1,180","$475,859","23"
