" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"10","6","Dolphin Tale","WB","$18,016","-46.6%","7","-3","$2,574","$340,577","3"
"11","N"," Sunny et l'éléphant","Gulf","$9,385","-","10","-","$939","$11,184","1"
"12","8","The Tree of Life","Italian","$8,443","-66.7%","3","-1","$2,814","$43,244","2"
"13","13","Contagion","WB","$7,829","-23.1%","1","-","$7,829","$441,578","5"
"14","11","The Help","Disney","$6,014","-57.8%","3","-","$2,005","$116,679","3"
"15","10","Real Steel","Disney","$5,391","-65.3%","3","-","$1,797","$1,030,535","7"
"16","12","The Rum Diary","Gulf","$4,348","-59.3%","2","-3","$2,174","$147,479","3"
"17","14","Paranormal Activity 3","UIP","$2,177","-73.7%","1","-2","$2,177","$382,149","5"
"18","15","Shark Night 3D","Italian","$1,323","-34.5%","1","-","$1,323","$408,502","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Immortals","Gulf","$776,629","-","46","-","$16,883","$981,189","1"
"2","1","The Adventures of Tintin","Sony","$253,540","-58.3%","30","-5","$8,451","$1,271,627","2"
"3","3"," Tak Tak Boom","Gulf","$66,838","-75.2%","22","-4","$3,038","$563,970","2"
"4","4","Johnny English Reborn","UIP","$59,043","-61.9%","10","-6","$5,904","$2,068,820","5"
"5","N"," Et maintenant, on va où? (Where Do We Go Now?)","n/a","$39,835","-","9","-","$4,426","$82,283","1"
"6","6","Dolphin Tale","WB","$33,764","-76.7%","10","-14","$3,376","$319,907","2"
"7","5","In Time","Fox","$29,178","-80.9%","3","-12","$9,726","$588,164","3"
"8","N","The Tree of Life","Italian","$25,356","-","4","-","$6,339","$31,769","1"
"9","2","Tower Heist","UIP","$16,718","-96.6%","24","-3","$697","$1,040,313","2"
"10","10","Real Steel","Disney","$15,519","-55.7%","3","-","$5,173","$1,023,307","6"
"11","8","The Help","Disney","$14,258","-70.8%","3","-6","$4,753","$107,651","2"
"12","7","The Rum Diary","Gulf","$10,670","-85.3%","5","-19","$2,134","$141,513","2"
"13","11","Contagion","WB","$10,177","-63.6%","1","-1","$10,177","$430,591","4"
"14","12","Paranormal Activity 3","UIP","$8,263","-68.1%","3","-1","$2,754","$379,294","4"
"15","9","Shark Night 3D","Italian","$2,020","-95.8%","1","-4","$2,020","$406,665","3"
"16","15"," Setup","Gulf","$1,139","-46.5%","1","-","$1,139","$360,581","4"
"17","14","Footloose (2011)","UIP","$543","-96.3%","1","-8","$543","$172,143","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","The Adventures of Tintin","Sony","$607,564","-","35","-","$17,359","$607,564","1"
"2","N","Tower Heist","UIP","$490,684","-","27","-","$18,173","$818,895","1"
"3","N"," Tak Tak Boom","Gulf","$269,425","-","26","-","$10,363","$475,001","1"
"4","3","Johnny English Reborn","UIP","$154,843","-20.3%","16","-9","$9,678","$1,994,216","4"
"5","1","In Time","Fox","$152,448","-40.2%","15","-12","$10,163","$547,954","2"
"6","N","Dolphin Tale","WB","$144,841","-","24","-","$6,035","$282,156","1"
"7","N","The Rum Diary","Gulf","$72,400","-","24","-","$3,017","$126,041","1"
"8","N","The Help","Disney","$48,890","-","9","-","$5,432","$88,903","1"
"9","2","Shark Night 3D","Italian","$48,536","-79.2%","5","-23","$9,707","$403,983","2"
"10","9","Real Steel","Disney","$35,021","-21.8%","3","-4","$11,674","$1,003,449","5"
"11","7","Contagion","WB","$27,979","-53.3%","2","-8","$13,990","$415,096","3"
"12","6","Paranormal Activity 3","UIP","$25,898","-59.0%","4","-9","$6,475","$368,370","3"
"13","5","The Ides of March","n/a","$25,787","-68.1%","5","-9","$5,157","$156,683","2"
"14","4","Footloose (2011)","UIP","$14,639","-86.3%","9","-15","$1,627","$171,344","2"
"15","8"," Setup","Gulf","$2,130","-95.6%","1","-12","$2,130","$358,984","3"
"16","-","The Smurfs","Sony","$135","-","2","-","$68","$3,795,162","10"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","In Time","Fox","$255,020","-","27","-","$9,445","$336,025","1"
"2","N","Shark Night 3D","Italian","$233,778","-","28","-","$8,349","$313,459","1"
"3","1","Johnny English Reborn","UIP","$194,386","-44.6%","25","-2","$7,775","$1,700,400","3"
"4","N","Footloose (2011)","UIP","$107,118","-","24","-","$4,463","$142,854","1"
"5","N","The Ides of March","n/a","$80,926","-","14","-","$5,780","$111,570","1"
"6","4","Paranormal Activity 3","UIP","$63,092","-64.9%","13","-13","$4,853","$324,777","2"
"7","3","Contagion","WB","$59,874","-74.5%","10","-16","$5,987","$367,629","2"
"8","2"," Setup","Gulf","$47,922","-79.6%","13","-11","$3,686","$355,480","2"
"9","6","Real Steel","Disney","$44,782","-56.3%","7","-6","$6,397","$938,836","4"
"10","5","The Lion King (in 3D)","Disney","$39,818","-66.1%","9","-4","$4,424","$506,996","3"
"11","7","I Don't Know How She Does It","Italian","$21,490","-66.5%","3","-6","$7,163","$116,039","2"
"12","8"," Space Dogs 3D","Gulf","$9,967","-84.0%","3","-22","$3,322","$82,280","2"
"13","14"," Horrid Henry: The Movie","n/a","$5,800","-55.3%","1","-1","$5,800","$175,690","4"
"14","10","The Change-Up","UIP","$3,810","-86.5%","2","-4","$1,905","$424,773","4"
"15","15","The Three Musketeers (2011)","Gulf","$2,400","-76.4%","1","-7","$2,400","$781,995","5"
"16","9","Abduction","Gulf","$1,831","-94.1%","1","-9","$1,831","$489,163","4"
"17","21","Another Earth","Fox","$1,723","+4.4%","1","-","$1,723","$11,982","4"
"18","11","Conviction","Gulf","$1,295","-94.5%","1","-18","$1,295","$31,879","2"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Johnny English Reborn","UIP","$350,775","-57.7%","27","-","$12,992","$1,428,161","2"
"2","N"," Setup","Gulf","$234,399","-","24","-","$9,767","$288,885","1"
"3","N","Contagion","WB","$234,317","-","26","-","$9,012","$285,696","1"
"4","N","Paranormal Activity 3","UIP","$179,616","-","26","-","$6,908","$231,987","1"
"5","2","The Lion King (in 3D)","Disney","$117,482","-57.6%","13","-18","$9,037","$455,974","2"
"6","3","Real Steel","Disney","$102,565","-41.9%","13","-11","$7,890","$873,880","3"
"7","N","I Don't Know How She Does It","Italian","$64,145","-","9","-","$7,127","$84,098","1"
"8","N"," Space Dogs 3D","Gulf","$62,247","-","25","-","$2,490","$67,486","1"
"9","4","Abduction","Gulf","$31,199","-67.0%","10","-13","$3,120","$486,346","3"
"10","5","The Change-Up","UIP","$28,173","-59.2%","6","-9","$4,696","$415,528","3"
"11","N","Conviction","Gulf","$23,451","-","19","-","$1,234","$30,149","1"
"12","6","Killer Elite","Italian","$22,747","-53.4%","4","-4","$5,687","$887,737","4"
"13","N"," Sami Oxide El Carbone","Gulf","$13,016","-","5","-","$2,603","$13,016","1"
"14","8"," Horrid Henry: The Movie","n/a","$12,973","-58.7%","2","-4","$6,487","$168,328","3"
"15","9","The Three Musketeers (2011)","Gulf","$10,160","-65.2%","8","-7","$1,270","$778,289","4"
"16","14","Rise of the Planet of the Apes","Fox","$5,331","-38.6%","1","-1","$5,331","$1,223,014","7"
"17","15","The Smurfs","Sony","$2,144","-64.5%","2","-1","$1,072","$3,792,332","8"
"18","18","Force","n/a","$1,909","-39.9%","2","-1","$955","$296,019","4"
"19","7"," Mother's Day","Gulf","$1,712","-96.1%","2","-18","$856","$62,292","3"
"20","11","Straw Dogs (2010)","Sony","$1,658","-92.3%","1","-8","$1,658","$30,392","2"
"21","19","Another Earth","Fox","$1,650","-33.8%","1","-","$1,650","$9,483","3"
"22","22","Colombiana","Gulf","$1,402","+49.3%","1","-","$1,402","$501,832","7"
"23","21","Cowboys & Aliens","UIP","$1,276","-1.5%","1","-","$1,276","$514,238","6"
"24","20","Spy Kids: All the Time in the World","Italian","$1,271","-18.3%","1","-1","$1,271","$347,592","6"
"25","10"," Paranômaru akutibiti: Dai-2-shô - Tokyo Night","n/a","$705","-97.1%","1","-4","$705","$36,564","2"
"26","12"," The Edge of Love","Gulf","$399","-96.2%","2","-6","$200","$14,837","2"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Johnny English Reborn","UIP","$829,860","-","27","-","$30,736","$996,654","1"
"2","N","The Lion King (in 3D)","Disney","$277,260","-","31","-","$8,944","$277,260","1"
"3","1","Real Steel","Disney","$176,636","-56.2%","24","-6","$7,360","$683,683","2"
"4","2","Abduction","Gulf","$94,426","-64.4%","23","-2","$4,105","$447,502","2"
"5","3","The Change-Up","UIP","$69,042","-67.9%","15","-6","$4,603","$376,588","2"
"6","4","Killer Elite","Italian","$48,788","-64.7%","8","-16","$6,099","$833,700","3"
"7","-"," Mother's Day","Gulf","$43,862","-","20","-","$2,193","$60,304","2"
"8","6"," Horrid Henry: The Movie","n/a","$31,441","-65.1%","6","-19","$5,240","$127,007","2"
"9","5","The Three Musketeers (2011)","Gulf","$29,182","-73.5%","15","-15","$1,945","$765,645","3"
"10","N"," Paranômaru akutibiti: Dai-2-shô - Tokyo Night","n/a","$24,419","-","5","-","$4,884","$24,419","1"
"11","N","Straw Dogs (2010)","Sony","$21,510","-","9","-","$2,390","$21,510","1"
"12","N"," The Edge of Love","Gulf","$10,538","-","8","-","$1,317","$14,006","1"
"13","10","Friends with Benefits","Sony","$9,148","-72.3%","3","-4","$3,049","$478,448","4"
"14","11","Rise of the Planet of the Apes","Fox","$8,680","-62.1%","2","-2","$4,340","$1,215,793","6"
"15","8","The Smurfs","Sony","$6,041","-83.2%","3","-7","$2,014","$3,784,094","7"
"16","7"," Dark Country (3D)","Gulf","$5,564","-93.7%","5","-20","$1,113","$122,407","2"
"17","16","Final Destination 5","WB","$3,488","-31.8%","1","-1","$3,488","$978,895","5"
"18","9","Force","n/a","$3,175","-90.9%","3","-11","$1,058","$294,111","3"
"19","18","Another Earth","Fox","$2,491","-8.2%","1","-","$2,491","$7,122","2"
"20","12","Spy Kids: All the Time in the World","Italian","$1,556","-83.4%","2","-2","$778","$346,247","5"
"21","15","Cowboys & Aliens","UIP","$1,296","-81.7%","1","-3","$1,296","$512,576","5"
"22","20","Colombiana","Gulf","$939","-35.4%","1","-","$939","$500,155","6"
"23","17","Monsters","n/a","$82","-98.1%","1","-1","$82","$19,929","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Real Steel","Disney","$403,383","-","30","-","$13,446","$507,047","1"
"2","N","Abduction","Gulf","$265,047","-","25","-","$10,602","$326,659","1"
"3","N","The Change-Up","UIP","$214,733","-","21","-","$10,225","$283,163","1"
"4","1","Killer Elite","Italian","$138,326","-70.9%","24","-9","$5,764","$784,912","2"
"5","2","The Three Musketeers (2011)","Gulf","$109,947","-76.6%","30","-15","$3,665","$725,091","2"
"6","N"," Horrid Henry: The Movie","n/a","$90,157","-","25","-","$3,606","$95,566","1"
"7","N"," Dark Country (3D)","Gulf","$88,279","-","25","-","$3,531","$114,212","1"
"8","4","The Smurfs","Sony","$35,862","-66.4%","10","-7","$3,586","$3,767,078","6"
"9","3","Force","n/a","$34,724","-83.3%","14","-11","$2,480","$290,179","2"
"10","5","Friends with Benefits","Sony","$33,011","-61.0%","7","-5","$4,716","$454,257","3"
"11","-","Rise of the Planet of the Apes","Fox","$22,918","-","4","-","$5,730","$1,202,864","5"
"12","9","Spy Kids: All the Time in the World","Italian","$9,375","-73.1%","4","-7","$2,344","$344,691","4"
"13","12","Drive (2011)","Gulf","$9,046","-51.5%","3","-3","$3,015","$327,994","4"
"14","13","The Debt","Gulf","$8,660","-52.9%","3","-5","$2,887","$181,840","3"
"15","10","Cowboys & Aliens","UIP","$7,068","-78.4%","4","-9","$1,767","$510,909","4"
"16","7","Final Destination 5","WB","$5,112","-90.4%","2","-8","$2,556","$975,407","4"
"17","16","Monsters","n/a","$4,362","-55.9%","2","-2","$2,181","$19,847","2"
"18","N","Another Earth","Fox","$2,712","-","1","-","$2,712","$3,741","1"
"19","15","The Nutcracker in 3D","Gulf","$2,237","-84.6%","2","-6","$1,119","$114,516","3"
"20","17","Colombiana","Gulf","$1,454","-82.1%","1","-2","$1,454","$498,772","5"
"21","18","Captain America: The First Avenger","n/a","$370","-77.4%","1","-","$370","$1,330,549","6"
"22","8"," The Tortured","Gulf","$294","-99.3%","2","-14","$147","$56,337","2"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Killer Elite","Italian","$475,029","-","33","-","$14,395","$600,207","1"
"2","N","The Three Musketeers (2011)","Gulf","$470,515","-","45","-","$10,456","$585,612","1"
"3","N","Force","n/a","$207,950","-","25","-","$8,318","$249,081","1"
"4","4","The Smurfs","Sony","$106,858","-38.1%","17","-1","$6,286","$3,709,372","5"
"5","1","Friends with Benefits","Sony","$84,741","-62.2%","12","-11","$7,062","$391,859","2"
"6","-","Planet of the Apes","Fox","$65,949","-","13","-","$5,073","$1,156,088","524"
"7","3","Final Destination 5","WB","$53,498","-69.2%","10","-14","$5,350","$967,044","3"
"8","N"," The Tortured","Gulf","$42,671","-","16","-","$2,667","$500,795","1"
"9","10","Spy Kids: All the Time in the World","Italian","$34,790","-55.6%","11","-14","$3,163","$334,618","3"
"10","6","Cowboys & Aliens","UIP","$32,735","-70.6%","13","-11","$2,518","$492,918","3"
"11","8","Insidious","Gulf","$21,086","-79.6%","15","-9","$1,406","$160,814","2"
"12","11","Drive (2011)","Gulf","$18,658","-69.7%","6","-10","$3,110","$315,322","3"
"13","7","The Debt","Gulf","$18,398","-83.2%","8","-14","$2,300","$170,057","2"
"14","2","Fright Night (2011)","Disney","$18,250","-91.2%","8","-29","$2,281","$285,291","2"
"15","9","The Nutcracker in 3D","Gulf","$14,480","-82.9%","8","-19","$1,810","$112,173","2"
"16","N","Monsters","n/a","$9,890","-","4","-","$2,473","$18,001","1"
"17","12","Colombiana","Gulf","$8,113","-75.6%","3","-4","$2,704","$496,834","4"
"18","14","Captain America: The First Avenger","n/a","$1,639","-27.3%","1","-","$1,639","$1,329,285","5"
"19","15","Conan the Barbarian (2011)","Gulf","$351","-82.2%","1","-","$351","$1,160,225","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Friends with Benefits","Sony","$224,274","-","23","-","$9,751","$224,274","1"
"2","N","Fright Night (2011)","Disney","$207,717","-","37","-","$5,614","$260,694","1"
"3","1","Final Destination 5","WB","$173,929","-67.4%","24","-10","$7,247","$894,940","2"
"4","2","The Smurfs","Sony","$172,642","-36.0%","18","-5","$9,591","$3,559,407","4"
