" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"5","2","Ice Age: Dawn of the Dinosaurs","Fox","$129,982","-42.9%","5","-2","$25,996","$1,068,869","3","Unknown"
"6","1","Land of the Lost","UIP","$86,365","-72.6%","18","-1","$4,798","$528,395","2","USA"
"7","3","UIP","$80,296","-46.0%","19","-5","$4,226","$2,157,394","4","USA",""
"8","5"," Dabbour","Gulf","$30,255","-76.4%","6","-12","$5,043","$220,116","2","Unknown"
"9","4","Passengers","Gulf","$26,860","-79.7%","15","-5","$1,791","$210,192","2","USA"
"10","6","The Proposal","Disney","$23,304","-62.5%","3","-4","$7,768","$856,900","5","USA"
"11","7","Largo Winch","Gulf","$12,819","-75.0%","8","-10","$1,602","$330,279","3","France"
"12","10","Up","Disney","$8,390","-51.8%","2","-","$4,195","$1,000,644","7","USA"
"13","8","I Love You Man","UIP","$7,037","-78.7%","2","-7","$3,519","$208,027","3","USA"
"14","-"," Missing Lynx (El Lince Perdido)","Gulf","$6,578","-","9","-","$731","$107,170","3","Spain"
"15","9","Last Chance Harvey","Gulf","$3,214","-88.5%","2","-14","$1,607","$42,201","2","UK, USA"
"16","N","Le Scaphandre et le papillon (The Diving Bell and the Butterfly)","Gulf","$1,891","-","2","-","$946","$2,469","1","France, USA"
"17","14","Terminator Salvation: The Future Begins","Gulf","$1,350","-63.0%","1","-1","$1,350","$1,570,169","9","USA"
"18","18","Star Trek","UIP","$765","-53.8%","1","-","$765","$329,065","11","USA"
"19","15"," Ramadan Mabrouk","Gulf","$546","-73.8%","1","-","$546","$961,139","10","Unknown"
"20","16","Monsters Vs. Aliens","UIP","$425","-78.2%","1","-","$425","$907,133","16","USA"
"21","11","17 Again","Gulf","$340","-96.6%","1","-3","$340","$631,198","6","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Land of the Lost","UIP","$315,532","-","19","-","$16,607","$407,157","1","USA"
"2","1","Ice Age: Dawn of the Dinosaurs","Fox","$227,707","-42.4%","7","-2","$32,530","$880,697","2","Unknown"
"3","2","UIP","$148,668","-58.8%","24","-6","$6,195","$2,053,317","3","USA",""
"4","N","Passengers","Gulf","$132,116","-","20","-","$6,606","$174,781","1","USA"
"5","N"," Dabbour","Gulf","$127,992","-","18","-","$7,111","$179,409","1","Unknown"
"6","5","The Proposal","Disney","$62,115","-14.6%","7","+2","$8,874","$823,766","4","USA"
"7","3","Largo Winch","Gulf","$51,225","-72.0%","18","-1","$2,846","$313,693","2","France"
"8","4","I Love You Man","UIP","$33,056","-68.1%","9","-7","$3,673","$197,842","2","USA"
"9","N","Last Chance Harvey","Gulf","$27,908","-","16","-","$1,744","$38,181","1","UK, USA"
"10","6","Up","Disney","$17,408","-44.4%","2","-4","$8,704","$988,375","6","USA"
"11","9","17 Again","Gulf","$10,018","-41.0%","4","-1","$2,505","$630,569","5","USA"
"12","10","The Taking of Pelham One, Two, Three","Sony","$7,847","-22.8%","1","-2","$7,847","$699,349","-2","UK, USA"
"13","13","Night at the Museum: Battle of the Smithsonian","Fox","$4,227","-23.3%","1","-","$4,227","$1,048,263","7","USA"
"14","11","Terminator Salvation: The Future Begins","Gulf","$3,648","-45.2%","2","-3","$1,824","$1,567,930","8","USA"
"15","15"," Ramadan Mabrouk","Gulf","$2,080","+53.1%","1","-","$2,080","$960,212","9","Unknown"
"16","16","Monsters Vs. Aliens","UIP","$1,945","+88.3%","1","-","$1,945","$906,417","15","USA"
"17","7"," Dokkan Shehatta","Gulf","$1,666","-93.5%","1","-10","$1,666","$783,907","5","Unknown"
"18","14","Star Trek","UIP","$1,657","-31.6%","1","-1","$1,657","$328,088","10","USA"
"19","12"," The Argentine (Che: Part One)","Gulf","$1,194","-78.8%","1","-3","$1,194","$143,080","4","France, Spain, USA"
"20","18","Hotel for Dogs","UIP","$457","-39.6%","1","-1","$457","$386,047","18","Germany, USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Ice Age: Dawn of the Dinosaurs","Fox","$395,193","-","9","-","$43,910","$558,413","1","Unknown"
"2","1","UIP","$361,185","-63.8%","30","-9","$12,040","$1,856,417","2","USA",""
"3","N","Largo Winch","Gulf","$182,784","-","19","-","$9,620","$242,151","1","France"
"4","N","I Love You Man","UIP","$103,459","-","16","-","$6,466","$148,802","1","USA"
"5","2","The Proposal","Disney","$72,738","-45.4%","5","-11","$14,548","$731,264","3","USA"
"6","3","Up","Disney","$31,281","-59.4%","6","-11","$5,214","$963,324","5","USA"
"7","4"," Dokkan Shehatta","Gulf","$25,437","-62.9%","11","-7","$2,312","$781,490","4","Unknown"
"8","N","The Reader","Italian","$23,942","-","7","-","$3,420","$32,833","1","Germany, USA"
"9","6","17 Again","Gulf","$16,985","-61.3%","5","-7","$3,397","$615,813","4","USA"
"10","5","The Taking of Pelham One, Two, Three","Sony","$10,163","-79.4%","3","-5","$3,388","$686,562","-3","UK, USA"
"11","9","Terminator Salvation: The Future Begins","Gulf","$6,662","-78.6%","5","-3","$1,332","$1,562,836","7","USA"
"12","8"," The Argentine (Che: Part One)","Gulf","$5,622","-82.2%","4","-10","$1,406","$141,529","3","France, Spain, USA"
"13","10","Night at the Museum: Battle of the Smithsonian","Fox","$5,509","-79.7%","1","-3","$5,509","$1,041,607","6","USA"
"14","16","Star Trek","UIP","$2,423","+122.5%","2","-","$1,212","$326,088","9","USA"
"15","13"," Ramadan Mabrouk","Gulf","$1,359","-52.4%","1","-1","$1,359","$956,989","8","Unknown"
"16","15","Monsters Vs. Aliens","UIP","$1,033","-35.2%","1","-1","$1,033","$903,983","14","USA"
"17","7"," Cleaner","Gulf","$888","-97.3%","1","-12","$888","$148,591","3","USA"
"18","19","Hotel for Dogs","UIP","$757","+93.1%","2","+1","$379","$385,223","17","Germany, USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country"
"1","N","UIP","$996,728","-","39","-","$25,557","$1,311,327","1","USA"
"2","1","The Proposal","Disney","$133,087","-55.3%","16","-4","$8,318","$620,935","2"
"3","3","Up","Disney","$77,002","-37.4%","17","-1","$4,530","$916,786","4"
"4","2"," Dokkan Shehatta","Gulf","$68,499","-52.7%","18","-2","$3,806","$744,152","3"
"5","4","The Taking of Pelham One, Two, Three","Sony","$49,306","-59.2%","8","-10","$6,163","$649,944","-4"
"6","5","17 Again","Gulf","$43,911","-56.7%","12","-9","$3,659","$590,228","3"
"7","6"," Cleaner","Gulf","$33,148","-53.7%","13","+1","$2,550","$146,643","2"
"8","7"," The Argentine (Che: Part One)","Gulf","$31,570","-54.5%","14","+2","$2,255","$133,812","2"
"9","10","Terminator Salvation: The Future Begins","Gulf","$31,091","-16.5%","8","-4","$3,886","$1,551,476","6"
"10","9","Night at the Museum: Battle of the Smithsonian","Fox","$27,134","-40.8%","4","-1","$6,784","$1,031,688","5"
"11","8"," House (2008)","n/a","$9,944","-81.8%","4","-7","$2,486","$87,077","2"
"12","11","Angels & Demons","Sony","$5,541","-62.7%","2","-1","$2,771","$1,088,855","7"
"13","14"," Ramadan Mabrouk","Gulf","$2,853","-50.4%","2","-","$1,427","$954,675","7"
"14","15","Knowing","Gulf","$2,380","-50.0%","1","-1","$2,380","$809,318","8"
"15","12","Monsters Vs. Aliens","UIP","$1,593","-78.1%","2","-","$797","$902,709","13"
"16","16","Star Trek","UIP","$1,089","-63.2%","2","-","$545","$323,116","8"
"17","22","Coraline","UIP","$1,054","+107.1%","1","-","$1,054","$171,880","8"
"18","18","State of Play","UIP","$564","-64.0%","1","-","$564","$365,370","9"
"19","19","Hotel for Dogs","UIP","$392","-71.5%","1","-","$392","$384,182","16"
"20","20","Street Fighter: The Legend of Chun-Li","Gulf","$74","-93.6%","1","-","$74","$354,453","4"
"21","17","Crank: High Voltage","Gulf","$60","-96.6%","1","-","$60","$414,785","7"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","The Proposal","Disney","$297,785","-","20","-","$14,889","$421,783","1","USA"
"2","2"," Dokkan Shehatta","Gulf","$144,876","-53.1%","20","+1","$7,244","$643,167","2","Unknown"
"3","4","Up","Disney","$123,008","-33.9%","18","+1","$6,834","$803,914","3","USA"
"4","1","The Taking of Pelham One, Two, Three","Sony","$120,755","-63.6%","18","-1","$6,709","$553,873","-5","UK, USA"
"5","3","17 Again","Gulf","$101,325","-63.5%","21","-","$4,825","$522,204","2","USA"
"6","N"," Cleaner","Gulf","$71,590","-","12","-","$5,966","$93,736","1","USA"
"7","N"," The Argentine (Che: Part One)","Gulf","$69,386","-","12","-","$5,782","$90,157","1","France, Spain, USA"
"8","N"," House (2008)","n/a","$54,558","-","11","-","$4,960","$77,133","1","USA"
"9","5","Night at the Museum: Battle of the Smithsonian","Fox","$45,818","-52.8%","5","-6","$9,164","$991,998","4","USA"
"10","6","Terminator Salvation: The Future Begins","Gulf","$37,248","-40.4%","12","-3","$3,104","$1,514,093","5","USA"
"11","10","Angels & Demons","Sony","$14,870","-42.5%","3","-2","$4,957","$1,078,350","6","USA"
"12","13","Monsters Vs. Aliens","UIP","$7,270","-24.5%","2","-","$3,635","$900,338","12","USA"
"13","7"," The Cottage","Gulf","$7,206","-87.9%","14","-5","$515","$94,622","2","UK"
"14","8"," Ramadan Mabrouk","Gulf","$5,746","-81.6%","2","-8","$2,873","$949,845","6","Unknown"
"15","12","Knowing","Gulf","$4,763","-62.1%","2","-6","$2,382","$806,236","7","Australia, USA"
"16","15","Star Trek","UIP","$2,956","-58.1%","2","-2","$1,478","$321,418","7","USA"
"17","23","Crank: High Voltage","Gulf","$1,741","+227.9%","1","-","$1,741","$414,388","6","USA"
"18","17","State of Play","UIP","$1,566","-41.9%","1","-","$1,566","$363,897","8","France, UK, USA"
"19","19","Hotel for Dogs","UIP","$1,376","+13.0%","1","-","$1,376","$383,238","15","Germany, USA"
"20","9","Street Fighter: The Legend of Chun-Li","Gulf","$1,164","-96.0%","1","-17","$1,164","$353,805","3","Canada, India, Japan, USA"
"21","18","The Accidental Husband","Gulf","$1,116","-42.3%","1","-","$1,116","$115,931","6","UK"
"22","21","Coraline","UIP","$509","-42.8%","1","-","$509","$170,453","7","USA"
"23","16","The Life Before Her Eyes","Gulf","$479","-93.0%","1","-9","$479","$63,696","3","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","-","The Taking of Pelham One, Two, Three","Sony","$331,695","-","19","-","$17,458","$331,695","-6","UK, USA"
"2","N"," Dokkan Shehatta","Gulf","$309,055","-","19","-","$16,266","$309,055","1","Unknown"
"3","N","17 Again","Gulf","$277,850","-","21","-","$13,231","$277,850","1","USA"
"4","1","Up","Disney","$186,021","-31.6%","17","-2","$10,942","$630,113","2","USA"
"5","3","Night at the Museum: Battle of the Smithsonian","Fox","$97,083","-46.9%","11","-8","$8,826","$938,568","3","USA"
"6","5","Terminator Salvation: The Future Begins","Gulf","$62,532","-49.0%","15","-8","$4,169","$1,442,474","4","USA"
"7","N"," The Cottage","Gulf","$59,706","-","19","-","$3,142","$59,706","1","UK"
"8","6"," Ramadan Mabrouk","Gulf","$31,150","-67.0%","10","-4","$3,115","$926,116","5","Unknown"
"9","2","Street Fighter: The Legend of Chun-Li","Gulf","$29,292","-88.4%","18","-1","$1,627","$341,659","2","Canada, India, Japan, USA"
"10","7","Angels & Demons","Sony","$25,865","-53.5%","5","-1","$5,173","$1,053,828","5","USA"
"11","4","Obsessed","Sony","$21,723","-82.6%","8","-11","$2,715","$206,702","2","USA"
"12","10","Knowing","Gulf","$12,574","-47.2%","8","-","$1,572","$794,183","6","Australia, USA"
"13","12","Monsters Vs. Aliens","UIP","$9,628","-18.1%","2","-7","$4,814","$886,883","11","USA"
"14","N","Blindness","Italian","$9,388","-","8","-","$1,174","$13,866","1","Brazil, Canada, Japan"
"15","13","Star Trek","UIP","$7,046","+0.8%","4","-1","$1,762","$315,722","6","USA"
"16","8","The Life Before Her Eyes","Gulf","$6,845","-82.2%","10","-","$685","$61,037","2","USA"
"17","16","State of Play","UIP","$2,695","-48.5%","1","-","$2,695","$360,896","7","France, UK, USA"
"18","17","The Accidental Husband","Gulf","$1,934","-31.4%","1","-","$1,934","$113,469","5","UK"
"19","20","Hotel for Dogs","UIP","$1,218","+12.4%","1","-","$1,218","$380,755","14","Germany, USA"
"20","9"," Kill Switch","Gulf","$898","-96.5%","3","-13","$299","$200,948","3","Unknown"
"21","19","Coraline","UIP","$890","-33.6%","1","-3","$890","$169,438","6","USA"
"22","18","Chaos Theory","Gulf","$796","-51.6%","1","-1","$796","$48,982","4","USA"
"23","15","Crank: High Voltage","Gulf","$531","-90.0%","1","-3","$531","$411,939","5","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Up","Disney","$271,826","-","19","-","$14,307","$375,619","1","USA"
"2","N","Street Fighter: The Legend of Chun-Li","Gulf","$253,372","-","19","-","$13,335","$312,367","1","Canada, India, Japan, USA"
"3","1","Night at the Museum: Battle of the Smithsonian","Fox","$182,849","-59.4%","19","-6","$9,624","$814,090","2","USA"
"4","N","Obsessed","Sony","$125,079","-","19","-","$6,583","$125,079","1","USA"
"5","2","Terminator Salvation: The Future Begins","Gulf","$122,592","-49.4%","23","-6","$5,330","$1,379,941","3","USA"
"6","3"," Ramadan Mabrouk","Gulf","$94,333","-33.1%","14","-1","$6,738","$894,966","4","Unknown"
"7","4","Angels & Demons","Sony","$55,599","-43.1%","6","-5","$9,267","$1,006,836","4","USA"
"8","N","The Life Before Her Eyes","Gulf","$38,375","-","10","-","$3,838","$54,192","1","USA"
"9","-"," Kill Switch","Gulf","$25,331","-","16","-","$1,583","$200,050","2","Unknown"
"10","6","Knowing","Gulf","$23,832","-13.2%","8","-3","$2,979","$781,609","5","Australia, USA"
"11","N"," Khalik Fe Hallak","Gulf","$21,921","-","8","-","$2,740","$29,100","1","Unknown"
"12","7","Monsters Vs. Aliens","UIP","$11,757","-41.0%","9","+5","$1,306","$877,255","10","USA"
"13","10","Star Trek","UIP","$6,988","-50.5%","5","-3","$1,398","$308,676","5","USA"
"14","5","Sleuth (2007)","Gulf","$5,576","-79.9%","9","-3","$620","$44,755","2","USA"
"15","9","Crank: High Voltage","Gulf","$5,293","-70.6%","4","-6","$1,323","$411,408","4","USA"
"16","16","State of Play","UIP","$5,228","+8.0%","1","-","$5,228","$358,200","6","France, UK, USA"
"17","14","The Accidental Husband","Gulf","$2,818","-57.9%","1","-2","$2,818","$111,535","4","UK"
"18","15","Chaos Theory","Gulf","$1,646","-74.3%","2","-4","$823","$48,185","3","USA"
"19","11","Coraline","UIP","$1,341","-89.9%","4","-1","$335","$168,547","5","USA"
"20","17","Hotel for Dogs","UIP","$1,084","-44.0%","1","-","$1,084","$379,537","13","Germany, USA"
"21","19","Fast and Furious","UIP","$839","-24.7%","1","-","$839","$2,154,923","9","USA"
"22","13","Cassandra's Dream","Gulf","$743","-92.2%","1","-8","$743","$38,870","3","France, UK, USA"
"23","-"," Helm Al Omr","Gulf","$681","-","2","-","$341","$46,961","2","Unknown"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Night at the Museum: Battle of the Smithsonian","Fox","$450,740","-","25","-","$18,030","$572,658","1","USA"
"2","1","Terminator Salvation: The Future Begins","Gulf","$242,250","-67.2%","29","-9","$8,353","$1,215,824","2","USA"
"3","3"," Ramadan Mabrouk","Gulf","$141,013","-16.1%","15","-1","$9,401","$762,343","3","Unknown"
"4","2","Angels & Demons","Sony","$97,658","-44.0%","11","-11","$8,878","$916,258","3","USA"
"5","N","Sleuth (2007)","Gulf","$27,727","-","12","-","$2,311","$36,683","1","USA"
"6","5","Knowing","Gulf","$27,467","-49.8%","11","-4","$2,497","$749,228","4","Australia, USA"
"7","10","Monsters Vs. Aliens","UIP","$19,920","-1.3%","4","-","$4,980","$861,639","9","USA"
"8","N","Miracle at St. Anna","n/a","$18,738","-","10","-","$1,874","$26,492","1","Italy, USA"
"9","4","Crank: High Voltage","Gulf","$17,987","-68.0%","10","-9","$1,799","$404,306","3","USA"
"10","9","Star Trek","UIP","$14,112","-40.4%","8","-2","$1,764","$299,384","4","USA"
"11","8","Coraline","UIP","$13,283","-48.0%","5","-7","$2,657","$166,444","4","USA"
"12","6","X-Men Origins: Wolverine","Fox","$12,054","-61.5%","4","-3","$3,014","$1,011,233","5","USA"
"13","12","Cassandra's Dream","Gulf","$9,547","-47.4%","9","+1","$1,061","$38,006","2","France, UK, USA"
"14","11","The Accidental Husband","Gulf","$6,692","-64.4%","3","-5","$2,231","$107,541","3","UK"
"15","7","Chaos Theory","Gulf","$6,405","-75.3%","6","-8","$1,068","$45,923","2","USA"
"16","15","State of Play","UIP","$4,840","-5.2%","1","-","$4,840","$351,889","5","France, UK, USA"
"17","17","Hotel for Dogs","UIP","$1,934","+41.7%","1","-","$1,934","$378,407","12","Germany, USA"
"18","13","Hannah Montana The Movie","n/a","$1,741","-72.5%","1","-1","$1,741","$438,920","7","USA"
"19","18","Fast and Furious","UIP","$1,114","-7.8%","1","-","$1,114","$2,154,633","8","USA"
"20","22","Slumdog Millionaire","Gulf","$424","+112.0%","1","-","$424","$1,319,117","19","UK, USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Terminator Salvation: The Future Begins","Gulf","$738,213","-","38","-","$19,427","$896,304","1","USA"
"2","1","Angels & Demons","Sony","$174,300","-61.5%","22","-7","$7,923","$760,251","2","USA"
"3","3"," Ramadan Mabrouk","Gulf","$168,138","-24.9%","16","-","$10,509","$556,094","2","Unknown"
"4","2","Crank: High Voltage","Gulf","$56,135","-77.0%","19","-1","$2,954","$378,701","2","USA"
"5","4","Knowing","Gulf","$54,748","-48.6%","15","-5","$3,650","$711,497","3","Australia, USA"
"6","5","X-Men Origins: Wolverine","Fox","$31,325","-59.1%","7","-9","$4,475","$993,882","4","USA"
"7","N","Chaos Theory","Gulf","$25,911","-","14","-","$1,851","$36,926","1","USA"
"8","8","Coraline","UIP","$25,530","-28.8%","12","-5","$2,128","$149,373","3","USA"
"9","6","Star Trek","UIP","$23,678","-55.6%","10","-5","$2,368","$280,774","3","USA"
"10","9","Monsters Vs. Aliens","UIP","$20,178","+2.9%","4","-","$5,045","$836,492","8","USA"
"11","7","The Accidental Husband","Gulf","$18,790","-64.0%","8","-6","$2,349","$98,397","2","UK"
"12","N","Cassandra's Dream","Gulf","$18,138","-","8","-","$2,267","$25,260","1","France, UK, USA"
"13","13","Hannah Montana The Movie","n/a","$6,334","-41.7%","2","-1","$3,167","$436,812","6","USA"
"14","11","Paul Blart: Mall Cop","Sony","$5,771","-56.3%","1","-2","$5,771","$483,020","5","USA"
"15","10","State of Play","UIP","$5,104","-66.3%","1","-5","$5,104","$345,541","4","France, UK, USA"
"16","12","Vicky Cristina Barcelona","Gulf","$1,750","-85.5%","2","-8","$875","$84,476","3","Spain, USA"
"17","19","Hotel for Dogs","UIP","$1,365","+73.0%","1","-","$1,365","$376,001","11","Germany, USA"
"18","14","Fast and Furious","UIP","$1,208","-88.9%","1","-6","$1,208","$2,153,206","7","USA"
"19","16","Push","Gulf","$1,068","-28.3%","1","-","$1,068","$419,769","5","USA"
"20","18"," Make It Happen","Gulf","$621","-43.1%","1","-1","$621","$126,270","4","USA"
"21","17","Duplicity","UIP","$210","-83.8%","1","-","$210","$505,794","9","Germany, USA"
"22","15","Slumdog Millionaire","Gulf","$200","-88.8%","1","-","$200","$1,318,522","18","UK, USA"
"23","21","The Other End of the Line","Gulf","$136","-77.8%","1","-","$136","$79,290","5","USA"
"24","20","Flawless (2007)","Gulf","$90","-88.4%","1","-","$90","$32,848","4","Luxem, UK"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Angels & Demons","Sony","$453,172","-","29","-","$15,627","$453,172","1","USA"
"2","N","Crank: High Voltage","Gulf","$244,263","-","20","-","$12,213","$296,646","1","USA"
"3","N"," Ramadan Mabrouk","Gulf","$223,844","-","16","-","$13,990","$309,368","1","Unknown"
"4","1","Knowing","Gulf","$106,598","-73.6%","20","-8","$5,330","$635,202","2","Australia, USA"
"5","2","X-Men Origins: Wolverine","Fox","$76,556","-63.5%","16","-5","$4,785","$951,977","3","USA"
"6","3","Star Trek","UIP","$53,382","-62.1%","15","-5","$3,559","$248,052","2","USA"
"7","N","The Accidental Husband","Gulf","$52,139","-","14","-","$3,724","$71,391","1","UK"
"8","4","Coraline","UIP","$35,855","-43.6%","17","-","$2,109","$116,429","2","USA"
"9","13","Monsters Vs. Aliens","UIP","$19,602","+14.9%","4","+1","$4,901","$811,361","7","USA"
"10","5","State of Play","UIP","$15,133","-75.0%","6","-11","$2,522","$339,138","3","France, UK, USA"
"11","7","Paul Blart: Mall Cop","Sony","$13,197","-66.2%","3","-4","$4,399","$474,657","4","USA"
"12","6","Vicky Cristina Barcelona","Gulf","$12,088","-74.8%","10","-1","$1,209","$81,809","2","Spain, USA"
"13","11","Hannah Montana The Movie","n/a","$10,871","-49.8%","3","-1","$3,624","$428,764","5","USA"
"14","9","Fast and Furious","UIP","$10,862","-64.9%","7","-7","$1,552","$2,151,680","6","USA"
"15","20","Slumdog Millionaire","Gulf","$1,791","+4.1%","1","-","$1,791","$1,318,322","17","UK, USA"
"16","14","Push","Gulf","$1,489","-86.6%","1","-6","$1,489","$418,446","4","USA"
"17","17","Duplicity","UIP","$1,297","-46.9%","1","-","$1,297","$505,461","8","Germany, USA"
"18","10"," Make It Happen","Gulf","$1,092","-95.2%","2","-12","$546","$125,448","3","USA"
"19","21","Hotel for Dogs","UIP","$789","-43.4%","1","-","$789","$374,138","10","Germany, USA"
"20","19","Flawless (2007)","Gulf","$776","-61.1%","1","-","$776","$32,547","3","Luxem, UK"
"21","18","The Other End of the Line","Gulf","$613","-72.4%","1","-","$613","$78,933","4","USA"
"22","8"," Franklyn","n/a","$494","-98.6%","3","-11","$165","$48,048","2","France, UK"
"23","12"," Ala Ganb Ya Assta","Gulf","$155","-99.1%","1","-5","$155","$23,167","2","Unknown"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Knowing","Gulf","$404,067","-","28","-","$14,431","$499,646","1","Australia, USA"
"2","1","X-Men Origins: Wolverine","Fox","$209,736","-55.6%","21","-4","$9,987","$853,652","2","USA"
"3","N","Star Trek","UIP","$140,926","-","20","-","$7,046","$179,626","1","USA"
"4","N","Coraline","UIP","$63,569","-","17","-","$3,739","$75,919","1","USA"
"5","2","State of Play","UIP","$60,463","-67.8%","17","-5","$3,557","$319,064","2","France, UK, USA"
"6","N","Vicky Cristina Barcelona","Gulf","$47,892","-","11","-","$4,354","$65,009","1","Spain, USA"
"7","3","Paul Blart: Mall Cop","Sony","$39,061","-57.9%","7","-10","$5,580","$453,353","3","USA"
"8","N"," Franklyn","n/a","$35,794","-","14","-","$2,557","$46,635","1","France, UK"
"9","6","Fast and Furious","UIP","$30,950","-49.4%","14","-5","$2,211","$2,136,637","5","USA"
"10","4"," Make It Happen","Gulf","$22,764","-68.8%","14","-2","$1,626","$123,997","2","USA"
"11","7","Hannah Montana The Movie","n/a","$21,661","-55.3%","4","-5","$5,415","$416,671","4","USA"
"12","N"," Ala Ganb Ya Assta","Gulf","$17,706","-","6","-","$2,951","$22,810","1","Unknown"
"13","8","Monsters Vs. Aliens","UIP","$17,066","-63.1%","3","-6","$5,689","$789,049","6","USA"
"14","5","Push","Gulf","$11,136","-84.6%","7","-12","$1,591","$416,548","3","USA"
"15","9","The Uninvited","UIP","$5,211","-84.4%","3","-12","$1,737","$186,567","3","USA"
"16","11"," Al Dadda Doody","n/a","$4,516","-69.8%","2","-6","$2,258","$398,219","5","Unknown"
"17","15","Duplicity","UIP","$2,443","-23.5%","1","-","$2,443","$503,729","7","Germany, USA"
"18","12","The Other End of the Line","Gulf","$2,219","-82.7%","1","-11","$2,219","$78,151","3","USA"
"19","10","Flawless (2007)","Gulf","$1,997","-90.5%","1","-11","$1,997","$31,357","2","Luxem, UK"
"20","19","Slumdog Millionaire","Gulf","$1,721","+53.8%","1","-","$1,721","$1,316,084","16","UK, USA"
"21","17","Hotel for Dogs","UIP","$1,395","-4.9%","1","-","$1,395","$373,317","9","Germany, USA"
"22","16","He's Just Not That Into You","Italian","$1,291","-37.7%","1","-1","$1,291","$478,102","8","Germany, USA"
"23","14","The Last House on the Left (2009)","Gulf","$716","-79.7%","1","-3","$716","$248,010","4","USA"
"24","18","Defiance","Gulf","$455","-65.4%","1","-","$455","$319,122","6","USA"
" TW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","X-Men Origins: Wolverine","Fox","$472,700","-","25","-","$18,908","$592,850","1","USA"
"2","State of Play","UIP","$187,893","-","22","-","$8,541","$238,327","1","France, UK, USA"
"3","Paul Blart: Mall Cop","Sony","$92,842","-61.2%","17","-2","$5,461","$393,984","2","USA"
"4"," Make It Happen","Gulf","$72,983","-","16","-","$4,561","$94,110","1","USA"
"5","Push","Gulf","$72,401","-70.7%","19","-1","$3,811","$402,154","2","USA"
"6","Fast and Furious","UIP","$61,130","-58.6%","19","-2","$3,217","$2,096,305","4","USA"
"7","Hannah Montana The Movie","n/a","$48,424","-55.2%","9","-7","$5,380","$391,801","3","USA"
"8","Monsters Vs. Aliens","UIP","$46,290","-32.3%","9","-4","$5,143","$767,548","5","USA"
"9","The Uninvited","UIP","$33,431","-67.1%","15","-5","$2,229","$179,583","2","USA"
"10","Flawless (2007)","Gulf","$21,012","-","12","-","$1,751","$28,986","1","Luxem, UK"
"11"," Al Dadda Doody","n/a","$14,953","-68.9%","8","-4","$1,869","$392,532","4","Unknown"
"12","The Other End of the Line","Gulf","$12,838","-70.4%","12","-","$1,070","$75,385","2","USA"
"13"," Alwan Al Sama Al Sabaa","Gulf","$6,644","-","10","-","$664","$8,749","1","Unknown"
"14","The Last House on the Left (2009)","Gulf","$3,526","-91.1%","4","-15","$882","$246,783","3","USA"
"15","Duplicity","UIP","$3,194","-60.2%","1","-2","$3,194","$500,186","6","Germany, USA"
"16","He's Just Not That Into You","Italian","$2,072","-56.4%","2","-","$1,036","$476,102","7","Germany, USA"
"17","Hotel for Dogs","UIP","$1,467","-33.8%","1","-","$1,467","$371,633","8","Germany, USA"
"18","Defiance","Gulf","$1,314","-61.7%","1","-","$1,314","$318,280","5","USA"
"19","Slumdog Millionaire","Gulf","$1,119","-51.5%","1","-","$1,119","$1,313,280","15","UK, USA"
"20"," Zaza","Gulf","$685","-","1","-","$685","$35,320","2","Russia"
"21","Shortcut to Happiness (a.k.a. The Devil and Daniel Webster)","Gulf","$568","-70.4%","1","-","$568","$61,892","4","USA"
"22","The Boat That Rocked","UIP","$340","-85.1%","1","-2","$340","$25,490","3","Germany, UK"
"23"," Whatever Lola Wants","Gulf","$270","-94.6%","1","-3","$270","$39,268","3","Canada, France"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
