" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"2","N","The Muppets","Disney","$145,736","-","32","-","$4,554","$145,736","1"
"3","1","Jack and Jill","Sony","$110,937","-33.4%","22","-3","$5,043","$583,397","3"
"4","2","Tower Heist","UIP","$67,194","-17.2%","20","-3","$3,360","$1,058,317","6"
"5","N","Arthur Christmas","Sony","$44,499","-","26","-","$1,712","$44,499","1"
"6","5","Moneyball","Sony","$27,283","-22.0%","14","-2","$1,949","$219,248","4"
"7","3","Dolphin Tale","WB","$23,211","-52.2%","25","-6","$928","$284,386","4"
"8","7","Johnny English Reborn","UIP","$16,366","-37.2%","8","-1","$2,046","$1,475,336","9"
"9","4","The Adventures of Tintin","Sony","$14,327","-59.9%","18","-17","$796","$488,112","6"
"10","6","In Time","Fox","$10,688","-60.2%","3","-7","$3,563","$614,970","7"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Jack and Jill","Sony","$166,543","-20.3%","25","+2","$6,662","$430,383","2"
"2","2","Tower Heist","UIP","$81,122","-13.6%","23","-1","$3,527","$966,698","5"
"3","3","Dolphin Tale","WB","$48,590","-25.1%","31","-3","$1,567","$250,737","3"
"4","4","The Adventures of Tintin","Sony","$35,733","-21.4%","35","-1","$1,021","$168,306","5"
"5","5","Moneyball","Sony","$34,994","-17.2%","16","-","$2,187","$181,183","3"
"6","6","In Time","Fox","$26,830","-30.0%","10","-1","$2,683","$596,751","6"
"7","7","Johnny English Reborn","UIP","$26,049","-25.4%","9","-3","$2,894","$1,451,920","8"
"8","9","The Help","Disney","$8,047","-14.6%","4","-1","$2,012","$557,694","13"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Jack and Jill","Sony","$209,030","-","23","-","$9,088","$209,030","1"
"2","1","Tower Heist","UIP","$93,909","-37.7%","24","-2","$3,913","$876,341","4"
"3","2","Dolphin Tale","WB","$64,826","-29.3%","34","-2","$1,907","$192,588","2"
"4","3","The Adventures of Tintin","Sony","$45,484","-46.0%","36","-2","$1,263","$424,516","4"
"5","5","Moneyball","Sony","$42,280","-33.7%","16","-","$2,643","$128,044","2"
"6","4","In Time","Fox","$38,353","-41.7%","11","-5","$3,487","$569,712","5"
"7","6","Johnny English Reborn","UIP","$34,912","-38.4%","12","-1","$2,909","$1,449,048","7"
"8","7","The Change-Up","UIP","$10,028","-40.8%","7","-1","$1,433","$754,725","9"
"9","9","The Help","Disney","$9,419","-14.7%","5","-1","$1,884","$557,118","12"
"10","8","Paranormal Activity 3","UIP","$8,698","-41.9%","5","-3","$1,740","$216,405","5"
"11","11","11-11-11","UKing","$1,678","-77.8%","3","-","$559","$22,694","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Tower Heist","UIP","$150,710","-29.1%","26","-","$5,797","$739,480","3"
"2","N","Dolphin Tale","WB","$91,666","-","36","-","$2,546","$109,404","1"
"3","3","The Adventures of Tintin","Sony","$84,194","+7.2%","38","-3","$2,216","$368,197","3"
"4","2","In Time","Fox","$65,736","-22.5%","16","-2","$4,109","$515,294","4"
"5","N","Moneyball","Sony","$63,720","-","16","-","$3,983","$63,720","1"
"6","4","Johnny English Reborn","UIP","$56,636","-25.6%","13","-6","$4,357","$1,401,415","6"
"7","7","The Change-Up","UIP","$16,928","-28.5%","8","-3","$2,116","$741,272","8"
"8","5","Paranormal Activity 3","UIP","$14,978","-56.0%","8","-2","$1,872","$203,684","4"
"9","8","The Help","Disney","$11,036","-24.2%","6","-1","$1,839","$541,806","11"
"10","6","Contagion","WB","$9,405","-60.5%","7","-5","$1,344","$233,118","4"
"11","9","11-11-11","UKing","$7,565","-22.0%","3","-","$2,522","$19,761","2"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Tower Heist","UIP","$212,426","-9.8%","26","-","$8,170","$528,661","2"
"2","4","In Time","Fox","$84,772","-24.4%","18","-","$4,710","$425,891","3"
"3","2","The Adventures of Tintin","Sony","$78,533","-44.3%","41","-4","$1,915","$266,480","2"
"4","3","Johnny English Reborn","UIP","$76,150","-32.8%","19","-6","$4,008","$1,328,266","5"
"5","6","Paranormal Activity 3","UIP","$34,019","-35.4%","10","-5","$3,402","$181,143","3"
"6","5","Contagion","WB","$23,826","-56.3%","12","-8","$1,986","$217,452","3"
"7","7","The Change-Up","UIP","$23,676","-6.9%","11","-1","$2,152","$717,443","7"
"8","9","The Help","Disney","$14,554","-24.3%","7","-1","$2,079","$525,403","10"
"9","N","11-11-11","UKing","$9,693","-","3","-","$3,231","$9,693","1"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Tower Heist","UIP","$235,445","-","26","-","$9,056","$235,445","1"
"2","N","The Adventures of Tintin","Sony","$141,012","-","45","-","$3,134","$141,012","1"
"3","2","Johnny English Reborn","UIP","$113,300","-15.8%","25","-2","$4,532","$1,187,529","4"
"4","1","In Time","Fox","$112,146","-23.2%","18","-","$6,230","$299,728","2"
"5","3","Contagion","WB","$54,559","-43.7%","20","-3","$2,728","$179,470","2"
"6","4","Paranormal Activity 3","UIP","$52,689","-13.6%","15","+1","$3,513","$129,314","2"
"7","5","The Change-Up","UIP","$25,440","-43.7%","12","-1","$2,120","$685,749","6"
"8","6","The Debt","UIP","$21,639","-45.4%","14","-6","$1,546","$214,299","3"
"9","9","The Help","Disney","$19,236","-10.5%","8","+1","$2,405","$498,341","9"
"10","10","Crazy, Stupid, Love.","WB","$16,347","-22.0%","10","-","$1,635","$903,853","8"
"11","7","What's Your Number?","Fox","$10,819","-59.7%","6","-10","$1,803","$293,409","5"
"12","8","Real Steel","Disney","$7,652","-68.8%","4","-17","$1,913","$337,719","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","In Time","Fox","$145,939","-","18","-","$8,108","$146,720","1"
"2","1","Johnny English Reborn","UIP","$134,524","-37.3%","27","-1","$4,982","$1,037,525","3"
"3","N","Contagion","WB","$96,964","-","23","-","$4,216","$99,519","1"
"4","N","Paranormal Activity 3","UIP","$60,992","-","14","-","$4,357","$60,992","1"
"5","3","The Change-Up","UIP","$45,154","-46.5%","13","-6","$3,473","$646,074","5"
"6","2","The Debt","UIP","$39,603","-55.2%","20","-2","$1,980","$181,367","2"
"7","5","What's Your Number?","Fox","$26,864","-48.3%","16","-","$1,679","$274,538","4"
"8","4","Real Steel","Disney","$24,501","-62.0%","21","-","$1,167","$324,431","3"
"9","8","The Help","Disney","$21,481","-16.0%","7","-","$3,069","$476,765","8"
"10","6","Crazy, Stupid, Love.","WB","$20,966","-54.0%","10","-3","$2,097","$881,808","7"
"11","7","The Smurfs","Sony","$15,129","-64.4%","21","-3","$720","$6,326,324","13"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Johnny English Reborn","UIP","$214,436","-30.6%","28","+3","$7,658","$837,613","2"
"2","N","The Debt","UIP","$88,332","-","22","-","$4,015","$115,225","1"
"3","2","The Change-Up","UIP","$84,328","-32.1%","19","-1","$4,438","$561,793","4"
"4","3","Real Steel","Disney","$64,458","-39.8%","21","-","$3,069","$279,629","2"
"5","4","What's Your Number?","Fox","$51,974","-36.7%","16","-","$3,248","$226,211","3"
"6","5","Crazy, Stupid, Love.","WB","$45,529","-44.4%","13","-5","$3,502","$826,369","6"
"7","6","The Smurfs","Sony","$42,450","-46.4%","24","+1","$1,769","$6,308,006","12"
"8","7","The Help","Disney","$25,562","-41.7%","7","-4","$3,652","$431,175","7"
"9","8","Final Destination 5","WB","$22,307","-40.7%","6","-1","$3,718","$345,206","5"
"10","9","Friends with Benefits","Sony","$13,890","-47.2%","6","+1","$2,315","$796,287","7"
"11","10","Rise of the Planet of the Apes","Fox","$5,608","-44.6%","5","-1","$1,122","$1,592,631","11"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Johnny English Reborn","UIP","$309,185","-","25","-","$12,367","$443,213","1"
"2","1","The Change-Up","UIP","$124,229","+137.2%","20","-","$6,211","$421,728","3"
"3","N","Real Steel","Disney","$106,992","-","21","-","$5,095","$161,106","1"
"4","4","What's Your Number?","Fox","$82,156","+189.3%","16","+1","$5,135","$138,628","2"
"5","2","Crazy, Stupid, Love.","WB","$81,856","+106.6%","18","-6","$4,548","$743,916","5"
"6","5","The Smurfs","Sony","$79,206","+266.0%","23","-2","$3,444","$6,186,875","11"
"7","8","The Help","Disney","$43,854","+210.4%","11","+1","$3,987","$387,395","6"
"8","3","Final Destination 5","WB","$37,596","+30.9%","7","-9","$5,371","$307,574","4"
"9","6","Friends with Benefits","Sony","$26,298","+43.7%","5","-4","$5,260","$774,025","6"
"10","9","Rise of the Planet of the Apes","Fox","$10,118","-4.9%","6","-1","$1,686","$1,582,577","10"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","The Change-Up","UIP","$52,367","-65.7%","20","-","$2,618","$248,480","2"
"2","2","Crazy, Stupid, Love.","WB","$39,619","-65.6%","24","-2","$1,651","$626,746","4"
"3","4","Final Destination 5","WB","$28,718","-65.8%","16","-5","$1,795","$246,199","3"
"4","N","What's Your Number?","Fox","$28,399","-","15","-","$1,893","$28,399","1"
"5","3","The Smurfs","Sony","$21,641","-77.6%","25","-21","$866","$6,065,548","10"
"6","5","Friends with Benefits","Sony","$18,303","-76.9%","9","-6","$2,034","$736,880","5"
"7","N"," Space Dogs 3D","n/a","$16,079","-","22","-","$731","$16,079","1"
"8","6","The Help","Disney","$14,127","-72.8%","10","-6","$1,413","$329,678","5"
"9","7","Rise of the Planet of the Apes","Fox","$10,639","-73.1%","7","-4","$1,520","$1,563,556","9"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","The Change-Up","UIP","$152,691","-","20","-","$7,635","$152,691","1"
"2","1","Crazy, Stupid, Love.","WB","$115,259","-17.0%","26","+2","$4,433","$555,012","3"
"3","4","The Smurfs","Sony","$96,555","+15.4%","46","-6","$2,099","$6,032,121","9"
"4","2","Final Destination 5","WB","$84,061","-18.8%","21","-","$4,003","$206,605","2"
"5","3","Friends with Benefits","Sony","$79,292","-11.4%","15","-6","$5,286","$701,139","4"
"6","6","The Help","Disney","$51,927","+6.8%","16","-2","$3,245","$297,660","4"
"7","5","Rise of the Planet of the Apes","Fox","$39,612","-20.5%","11","-4","$3,601","$1,542,741","8"
"8","7","Horrible Bosses","WB","$12,128","-24.1%","8","-4","$1,516","$1,293,369","11"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Crazy, Stupid, Love.","WB","$138,862","-19.4%","24","-1","$5,786","$426,549","2"
"2","N","Final Destination 5","WB","$103,463","-","21","-","$4,927","$103,463","1"
"3","2","Friends with Benefits","Sony","$89,465","-32.2%","21","-","$4,260","$598,825","3"
"4","3","The Smurfs","Sony","$83,663","-20.7%","52","-1","$1,609","$5,925,582","8"
"5","4","Rise of the Planet of the Apes","Fox","$49,838","-33.1%","15","-4","$3,323","$1,570,954","7"
"6","5","The Help","Disney","$48,602","-25.5%","18","-","$2,700","$254,880","3"
"7","7","Horrible Bosses","WB","$15,982","-39.1%","12","+1","$1,332","$1,343,992","10"
"8","6","Bad Teacher","Sony","$11,231","-62.2%","6","-5","$1,872","$512,364","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Crazy, Stupid, Love.","WB","$172,357","-","25","-","$6,894","$226,891","1"
"2","1","Friends with Benefits","Sony","$131,997","-50.8%","21","+1","$6,286","$470,094","2"
"3","2","The Smurfs","Sony","$105,470","-15.3%","53","-1","$1,990","$5,821,619","7"
"4","3","Rise of the Planet of the Apes","Fox","$74,538","-30.2%","19","-3","$3,923","$1,497,769","6"
"5","4","The Help","Disney","$65,266","-3.7%","18","-","$3,626","$181,866","2"
"6","5","Bad Teacher","Sony","$29,741","-45.3%","11","-10","$2,704","$493,956","4"
"7","6","Horrible Bosses","WB","$26,262","-37.9%","11","-6","$2,387","$1,319,978","9"
"8","10","Zookeeper","Sony","$11,125","+21.5%","9","-3","$1,236","$812,761","9"
"9","7","Bridesmaids","UIP","$9,077","-51.0%","6","-2","$1,513","$1,463,168","11"
"10","8","Cowboys & Aliens","UIP","$9,075","-48.7%","10","-5","$908","$275,561","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Friends with Benefits","Sony","$268,023","-","20","-","$13,401","$268,023","1"
"2","1","The Smurfs","Sony","$124,580","-25.8%","54","-5","$2,307","$5,665,798","6"
"3","2","Rise of the Planet of the Apes","Fox","$106,784","-24.1%","22","-1","$4,854","$1,388,624","5"
"4","N","The Help","Disney","$67,767","-","18","-","$3,765","$89,990","1"
"5","3","Bad Teacher","Sony","$54,409","-43.6%","21","-1","$2,591","$447,656","3"
"6","5","Horrible Bosses","WB","$42,284","-13.1%","17","-2","$2,487","$1,278,768","8"
"7","8","Bridesmaids","UIP","$18,541","+3.8%","8","-2","$2,318","$1,446,392","10"
"8","6","Cowboys & Aliens","UIP","$17,696","-28.9%","15","-5","$1,180","$260,858","4"
"9","7","Harry Potter and the Deathly Hallows (Part Two)","WB","$14,250","-23.1%","16","-2","$891","$3,350,025","9"
"10","10","Zookeeper","Sony","$9,154","+41.0%","12","+3","$763","$799,419","8"
"11","9","Captain America: The First Avenger","UIP","$7,939","-27.6%","5","-5","$1,588","$723,196","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","The Smurfs","Sony","$167,981","-69.8%","59","-","$2,847","$5,512,042","5"
"2","2","Rise of the Planet of the Apes","Fox","$140,615","-36.9%","23","+1","$6,114","$1,238,677","4"
"3","3","Bad Teacher","Sony","$96,390","-44.3%","22","+2","$4,381","$355,569","2"
"4","4","The Lion King (in 3D)","Disney","$53,398","-67.3%","24","-","$2,225","$366,668","2"
"5","5","Horrible Bosses","WB","$48,633","-35.0%","19","-4","$2,560","$1,215,236","7"
"6","6","Cowboys & Aliens","UIP","$24,876","-61.0%","20","-3","$1,244","$235,065","3"
"7","8","Harry Potter and the Deathly Hallows (Part Two)","WB","$18,533","-57.6%","18","-2","$1,030","$3,328,677","8"
"8","9","Bridesmaids","UIP","$17,871","-57.3%","10","-1","$1,787","$1,419,178","9"
"9","11","Captain America: The First Avenger","UIP","$10,966","-71.9%","10","-11","$1,097","$708,018","5"
"10","13","Zookeeper","Sony","$6,493","-76.3%","9","-4","$721","$789,495","7"
"11","7","Winnie the Pooh","Disney","$5,455","-88.2%","21","-1","$260","$552,667","7"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","The Smurfs","Sony","$556,970","-14.6%","59","-2","$9,440","$4,877,884","4"
"2","2","Rise of the Planet of the Apes","Fox","$222,738","-5.4%","22","-","$10,124","$1,019,173","3"
"3","N","Bad Teacher","Sony","$172,916","-","20","-","$8,646","$172,916","1"
"4","N","The Lion King (in 3D)","Disney","$163,273","-","24","-","$6,803","$163,273","1"
"5","3","Horrible Bosses","WB","$74,777","-9.8%","23","-1","$3,251","$1,178,076","6"
"6","4","Cowboys & Aliens","UIP","$63,764","-9.7%","23","-3","$2,772","$181,675","2"
"7","9","Winnie the Pooh","Disney","$46,281","+6.7%","22","-1","$2,104","$526,231","6"
"8","7","Harry Potter and the Deathly Hallows (Part Two)","WB","$43,748","-25.7%","20","-4","$2,187","$3,414,422","7"
"9","6","Bridesmaids","UIP","$41,815","-33.6%","11","-5","$3,801","$1,439,164","8"
"10","8","Kung Fu Panda 2","UIP","$40,760","-6.7%","28","-1","$1,456","$2,995,362","11"
"11","5","Captain America: The First Avenger","UIP","$39,083","-44.0%","21","-6","$1,861","$703,037","4"
"12","12","Cars 2","Disney","$34,790","+23.7%","18","-","$1,933","$1,542,628","10"
"13","11","Zookeeper","Sony","$27,370","-6.5%","13","-2","$2,105","$749,720","6"
"14","10","Fright Night (2011)","Disney","$20,655","-39.7%","16","+1","$1,291","$68,640","2"
"15","13","Super 8","UIP","$14,414","-38.8%","9","-4","$1,602","$457,835","5"
"16","14","The Hangover Part II","WB","$13,930","-7.9%","14","+6","$995","$3,167,647","14"
"17","16","Green Lantern","WB","$12,784","-5.7%","9","-4","$1,420","$240,632","4"
"18","15","Mr. Popper's Penguins","Fox","$10,901","-21.8%","6","-","$1,817","$587,047","8"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","The Smurfs","Sony","$652,262","-24.2%","61","-4","$10,693","$3,747,395","3"
"2","2","Rise of the Planet of the Apes","Fox","$235,427","-10.4%","22","+1","$10,701","$744,360","2"
"3","4","Horrible Bosses","WB","$82,932","-33.3%","24","-1","$3,456","$1,052,626","5"
"4","N","Cowboys & Aliens","UIP","$70,616","-","26","-","$2,716","$70,616","1"
"5","3","Captain America: The First Avenger","UIP","$69,749","-52.1%","27","-6","$2,583","$626,022","3"
"6","6","Bridesmaids","UIP","$63,008","-33.7%","16","-4","$3,938","$1,360,452","7"
"7","5","Harry Potter and the Deathly Hallows (Part Two)","WB","$58,846","-47.0%","24","-9","$2,452","$3,329,847","6"
"8","7","Kung Fu Panda 2","UIP","$43,666","-14.3%","29","-2","$1,506","$2,904,770","10"
"9","8","Winnie the Pooh","Disney","$43,397","-8.2%","23","-1","$1,887","$434,064","5"
"10","N","Fright Night (2011)","Disney","$34,271","-","15","-","$2,285","$34,271","1"
"11","11","Zookeeper","Sony","$29,267","-28.6%","15","-3","$1,951","$688,316","5"
"12","12","Cars 2","Disney","$28,133","-5.4%","18","+1","$1,563","$1,476,698","9"
"13","9","Super 8","UIP","$23,565","-49.5%","13","-7","$1,813","$431,919","4"
"14","13","The Hangover Part II","WB","$15,116","-35.8%","8","-3","$1,890","$3,145,878","13"
"15","14","Mr. Popper's Penguins","Fox","$13,944","-36.3%","6","-5","$2,324","$562,350","7"
"16","10","Green Lantern","WB","$13,554","-68.6%","13","-15","$1,043","$221,078","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","The Smurfs","Sony","$860,794","-10.2%","65","+9","$13,243","$2,405,400","2"
"2","N","Rise of the Planet of the Apes","Fox","$262,827","-","21","-","$12,516","$262,827","1"
"3","2","Captain America: The First Avenger","UIP","$145,709","-42.1%","33","-","$4,415","$478,715","2"
"4","4","Horrible Bosses","WB","$124,366","-16.2%","25","-","$4,975","$902,544","4"
"5","3","Harry Potter and the Deathly Hallows (Part Two)","WB","$111,029","-27.0%","33","-11","$3,365","$3,203,756","5"
"6","5","Bridesmaids","UIP","$95,082","-15.9%","20","-","$4,754","$1,239,789","6"
"7","8","Kung Fu Panda 2","UIP","$50,923","-24.9%","31","-5","$1,643","$2,810,053","9"
"8","10","Winnie the Pooh","Disney","$47,282","+10.2%","24","-1","$1,970","$342,995","4"
"9","7","Super 8","UIP","$46,682","-41.3%","20","-5","$2,334","$384,146","3"
"10","6","Green Lantern","WB","$43,208","-54.0%","28","-","$1,543","$185,200","2"
"11","9","Zookeeper","Sony","$41,014","-37.3%","18","-2","$2,279","$617,994","4"
"12","11","Cars 2","Disney","$29,729","-24.2%","17","-13","$1,749","$1,421,397","8"
"13","13","The Hangover Part II","WB","$23,529","-19.8%","11","-","$2,139","$3,119,167","12"
"14","14","Mr. Popper's Penguins","Fox","$21,894","-14.2%","11","-","$1,990","$528,902","6"
"15","12","UIP","$15,843","-46.7%","7","-4","$2,263","$1,493,957","7",""
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","The Smurfs","Sony","$958,107","-","56","-","$17,109","$958,107","1"
"2","N","Captain America: The First Avenger","UIP","$251,527","-","33","-","$7,622","$251,527","1"
"3","1","Harry Potter and the Deathly Hallows (Part Two)","WB","$152,069","-49.7%","44","-3","$3,456","$3,023,805","4"
"4","2","Horrible Bosses","WB","$148,363","-19.2%","25","-1","$5,935","$726,381","3"
"5","5","Bridesmaids","UIP","$113,037","-12.3%","20","-2","$5,652","$1,100,878","5"
"6","N","Green Lantern","WB","$93,990","-","28","-","$3,357","$105,849","1"
"7","3","Super 8","UIP","$79,473","-48.1%","25","-6","$3,179","$305,489","2"
"8","4","Kung Fu Panda 2","UIP","$67,794","-47.7%","36","-5","$1,883","$2,708,419","8"
"9","6","Zookeeper","Sony","$65,400","-42.5%","20","-","$3,270","$532,846","3"
"10","8","Winnie the Pooh","Disney","$42,920","-36.2%","25","+1","$1,717","$262,913","3"
"11","7","Cars 2","Disney","$39,236","-51.9%","30","-8","$1,308","$1,362,498","7"
"12","9","UIP","$29,735","-50.8%","11","-6","$2,703","$1,468,673","6",""
"13","11","The Hangover Part II","WB","$29,340","-5.4%","11","-2","$2,667","$3,087,326","11"
"14","10","Mr. Popper's Penguins","Fox","$25,506","-42.2%","11","-1","$2,319","$488,437","5"
"15","12","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$12,666","-54.7%","6","-2","$2,111","$3,093,916","12"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Harry Potter and the Deathly Hallows (Part Two)","WB","$302,461","-46.2%","47","-1","$6,435","$2,856,561","3"
"2","2","Horrible Bosses","WB","$183,659","-8.3%","26","+1","$7,064","$490,239","2"
"3","N","Super 8","UIP","$153,124","-","31","-","$4,939","$153,832","1"
"4","3","Kung Fu Panda 2","UIP","$129,602","-9.3%","41","-","$3,161","$2,561,553","7"
"5","4","Bridesmaids","UIP","$128,899","-9.6%","22","-","$5,859","$932,317","4"
"6","5","Zookeeper","Sony","$113,706","-13.1%","20","-","$5,685","$363,410","2"
"7","7","Cars 2","Disney","$81,641","-8.9%","38","-3","$2,148","$1,270,413","6"
"8","8","Winnie the Pooh","Disney","$67,303","+1.1%","24","-","$2,804","$174,926","2"
"9","6","UIP","$60,481","-37.2%","17","-10","$3,558","$1,426,181","5",""
"10","9","Mr. Popper's Penguins","Fox","$44,110","-14.1%","12","-1","$3,676","$434,046","4"
"11","10","The Hangover Part II","WB","$31,004","-29.3%","13","-3","$2,385","$3,086,813","10"
"12","11","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$27,930","-9.3%","8","-","$3,491","$3,108,064","11"
"13","12","Fast Five","UIP","$12,024","-47.6%","12","+4","$1,002","$2,954,894","12"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Harry Potter and the Deathly Hallows (Part Two)","WB","$561,856","-53.4%","48","-","$11,705","$2,216,268","2"
"2","N","Horrible Bosses","WB","$200,372","-","25","-","$8,015","$201,818","1"
"3","2","Kung Fu Panda 2","UIP","$142,945","-23.1%","41","-4","$3,486","$2,328,815","6"
"4","3","Bridesmaids","UIP","$142,555","-17.4%","22","-2","$6,480","$721,554","3"
"5","N","Zookeeper","Sony","$130,795","-","20","-","$6,540","$130,795","1"
