" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"5","4","Inception","WB","$93,718","-25.2%","22","-1","$4,260","$3,348,726","11"
"6","5","Scott Pilgrim vs. the World","UIP","$72,974","-26.2%","18","+1","$4,054","$244,088","2"
"7","6","Going the Distance","WB","$48,177","-30.5%","16","-","$3,011","$374,790","4"
"8","-","Resident Evil: Afterlife","n/a","$45,368","-","9","-","$5,041","$423,771","4"
"9","7","Despicable Me","UIP","$35,320","-42.3%","23","-","$1,536","$1,569,764","9"
"10","8","The Karate Kid","Sony","$14,899","-22.2%","14","-2","$1,064","$779,612","8"
"11","10","Toy Story 3","Disney","$13,464","-4.3%","13","-1","$1,036","$4,423,739","16"
"12","9","Salt","Sony","$10,117","-40.1%","6","-1","$1,686","$1,190,082","10"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Eat Pray Love","Sony","$353,222","-","23","-","$15,357","$507,650","1"
"2","N","Legend of the Guardians: The Owls of Ga'Hoole","WB","$153,158","-","48","-","$3,191","$158,763","1"
"3","N","The Other Guys","Sony","$127,259","-","20","-","$6,363","$127,259","1"
"4","1","Inception","WB","$125,226","+161.4%","23","-1","$5,445","$3,068,028","10"
"5","N","Scott Pilgrim vs. the World","UIP","$98,903","-","17","-","$5,818","$111,357","1"
"6","3","Going the Distance","WB","$69,300","+102.3%","16","-","$4,331","$283,352","3"
"7","6","Despicable Me","UIP","$61,218","+2,061.7%","23","-9","$2,662","$1,422,818","8"
"8","5","The Karate Kid","Sony","$19,142","+251.6%","16","-5","$1,196","$748,504","7"
"9","4","Salt","Sony","$16,895","+64.2%","7","-7","$2,414","$1,173,274","9"
"10","8","Toy Story 3","Disney","$14,063","+1,932.2%","14","+7","$1,005","$4,205,443","15"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Inception","WB","$47,913","-68.2%","24","-","$1,996","$2,903,770","9"
"2","-","Resident Evil: Afterlife","n/a","$39,772","-","20","-","$1,989","$234,258","2"
"3","2","Going the Distance","WB","$34,252","-70.6%","16","-1","$2,141","$182,375","2"
"4","5","Salt","Sony","$10,291","-74.1%","14","-3","$735","$1,149,563","8"
"5","6","The Karate Kid","Sony","$5,445","-85.2%","21","-2","$259","$723,518","6"
"6","3","Despicable Me","UIP","$2,832","-95.0%","32","-4","$89","$1,360,304","7"
"7","4","Shrek Forever After","UIP","$976","-97.8%","24","-8","$41","$4,516,709","12"
"8","7","Toy Story 3","Disney","$692","-97.3%","7","-16","$99","$4,191,380","14"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Inception","WB","$150,747","+25.0%","24","-1","$6,281","$2,819,778","8"
"2","N","Going the Distance","WB","$116,306","-","17","-","$6,842","$116,306","1"
"3","3","Despicable Me","UIP","$56,510","+114.9%","36","-","$1,570","$1,353,219","6"
"4","5","Shrek Forever After","UIP","$44,347","+145.8%","32","-","$1,386","$4,470,615","11"
"5","2","Salt","Sony","$39,710","+3.9%","17","-7","$2,336","$1,129,515","7"
"6","4","The Karate Kid","Sony","$36,750","+42.4%","23","-","$1,598","$712,277","5"
"7","6","Toy Story 3","Disney","$25,936","+67.7%","23","-2","$1,128","$4,189,721","13"
"8","-","Cats & Dogs: Revenge of Kitty Galore","WB","$21,762","-","25","-","$870","$712,280","7"
"9","7","The A-Team","Fox","$5,555","-57.1%","49","+27","$113","$197,783","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Inception","WB","$120,573","-30.4%","25","-1","$4,823","$2,642,097","7"
"2","6","Salt","Sony","$38,222","-31.2%","24","-2","$1,593","$1,080,825","6"
"3","2","Despicable Me","UIP","$26,292","-82.9%","36","-3","$730","$1,294,887","5"
"4","4","The Karate Kid","Sony","$25,817","-69.8%","23","-2","$1,122","$671,041","4"
"5","3","Shrek Forever After","UIP","$18,039","-79.5%","32","-5","$564","$4,424,961","10"
"6","5","Toy Story 3","Disney","$15,469","-81.5%","25","-3","$619","$4,162,790","12"
"7","7","The A-Team","Fox","$12,956","-68.0%","22","-2","$589","$186,048","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Inception","WB","$173,218","-22.0%","26","-1","$6,662","$2,481,068","6"
"2","2","Despicable Me","UIP","$153,311","-14.2%","39","-1","$3,931","$1,208,170","4"
"3","4","Shrek Forever After","UIP","$87,905","-28.7%","37","-6","$2,376","$4,393,083","9"
"4","3","The Karate Kid","Sony","$85,393","-36.2%","25","-","$3,416","$607,056","3"
"5","5","Toy Story 3","Disney","$83,618","-13.9%","28","-","$2,986","$4,135,466","11"
"6","6","Salt","Sony","$55,534","-32.5%","26","-3","$2,136","$1,022,889","5"
"7","7","The A-Team","Fox","$40,518","-49.2%","24","-1","$1,688","$158,658","2"
"8","8","Cats & Dogs: Revenge of Kitty Galore","WB","$39,163","-9.5%","30","-3","$1,305","$660,432","5"
"9","9","The Last Airbender","UIP","$13,879","-25.9%","14","-2","$991","$813,126","6"
"10","10","Grown Ups","Sony","$7,378","-33.2%","5","-1","$1,476","$1,005,070","8"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Inception","WB","$222,093","-15.0%","27","-4","$8,226","$2,208,802","5"
"2","2","Despicable Me","UIP","$178,655","-5.6%","40","-","$4,466","$918,241","3"
"3","3","The Karate Kid","Sony","$133,903","-26.9%","25","-","$5,356","$435,059","2"
"4","4","Shrek Forever After","UIP","$123,349","+2.1%","43","+2","$2,869","$4,200,695","8"
"5","6","Toy Story 3","Disney","$97,152","+16.1%","28","-5","$3,470","$3,962,182","10"
"6","5","Salt","Sony","$82,326","-26.4%","29","-","$2,839","$925,586","4"
"7","N","The A-Team","Fox","$79,818","-","25","-","$3,193","$79,818","1"
"8","7","Cats & Dogs: Revenge of Kitty Galore","WB","$43,276","-17.2%","33","-6","$1,311","$544,773","4"
"9","11","The Last Airbender","UIP","$18,740","-23.4%","16","-4","$1,171","$785,871","5"
"10","10","Grown Ups","Sony","$11,044","-60.7%","6","-10","$1,841","$992,710","7"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Inception","WB","$261,232","-19.4%","31","-","$8,427","$1,863,337","4"
"2","2","Despicable Me","UIP","$189,287","-5.8%","40","-","$4,732","$557,162","2"
"3","N","The Karate Kid","Sony","$183,234","-","25","-","$7,329","$183,234","1"
"4","4","Shrek Forever After","UIP","$120,790","-29.4%","41","-11","$2,946","$3,830,058","7"
"5","3","Salt","Sony","$111,865","-44.0%","29","-","$3,857","$789,973","3"
"6","5","Toy Story 3","Disney","$83,686","-40.9%","33","-4","$2,536","$3,776,045","9"
"7","6","Cats & Dogs: Revenge of Kitty Galore","WB","$52,286","-45.2%","39","-2","$1,341","$489,521","3"
"8","10","The Sorcerer's Apprentice","Disney","$31,909","-36.4%","17","-3","$1,877","$709,294","5"
"9","9","Knight & Day","Fox","$28,819","-50.3%","13","-13","$2,217","$809,128","5"
"10","8","Grown Ups","Sony","$28,113","-52.4%","16","-2","$1,757","$966,126","6"
"11","7","The Last Airbender","UIP","$24,448","-64.8%","20","-18","$1,222","$750,205","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Inception","WB","$323,920","-11.7%","31","-","$10,449","$1,447,081","3"
"2","N","Despicable Me","UIP","$201,005","-","40","-","$5,025","$201,005","1"
"3","3","Salt","Sony","$199,697","-25.2%","29","-","$6,886","$582,534","2"
"4","2","Shrek Forever After","UIP","$171,038","-39.7%","52","-","$3,289","$3,705,824","6"
"5","4","Toy Story 3","Disney","$141,504","-25.6%","37","-4","$3,824","$3,601,009","8"
"6","6","Cats & Dogs: Revenge of Kitty Galore","WB","$95,469","-30.1%","41","-","$2,329","$368,463","2"
"7","5","The Last Airbender","UIP","$69,437","-53.3%","38","-","$1,827","$682,718","3"
"8","8","Grown Ups","Sony","$59,046","-37.6%","18","-1","$3,280","$909,208","5"
"9","7","Knight & Day","Fox","$57,963","-42.3%","26","-2","$2,229","$744,872","4"
"10","9","The Sorcerer's Apprentice","Disney","$50,193","-41.4%","20","-1","$2,510","$647,963","4"
"11","10","Nanny McPhee and The Big Bang","UIP","$16,429","-39.1%","24","-","$685","$208,401","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Inception","WB","$366,857","+3.5%","31","-","$11,834","$939,778","2"
"2","2","Shrek Forever After","UIP","$283,804","-15.6%","52","-","$5,458","$3,314,011","5"
"3","N","Salt","Sony","$266,939","-","29","-","$9,205","$266,939","1"
"4","4","Toy Story 3","Disney","$190,283","-12.9%","41","-5","$4,641","$3,309,652","7"
"5","3","The Last Airbender","UIP","$148,629","-35.7%","38","-","$3,911","$522,036","2"
"6","N","Cats & Dogs: Revenge of Kitty Galore","WB","$136,487","-","41","-","$3,329","$136,487","1"
"7","5","Knight & Day","Fox","$100,505","-26.6%","28","-","$3,589","$633,265","3"
"8","7","Grown Ups","Sony","$94,567","-19.6%","19","-","$4,977","$793,943","4"
"9","6","The Sorcerer's Apprentice","Disney","$85,645","-29.8%","21","-","$4,078","$547,946","3"
"10","8","Nanny McPhee and The Big Bang","UIP","$26,972","-26.3%","24","-","$1,124","$165,949","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Inception","WB","$354,526","-","31","-","$11,436","$354,526","1"
"2","1","Shrek Forever After","UIP","$336,361","-30.1%","52","-","$6,468","$2,702,066","4"
"3","N","The Last Airbender","UIP","$231,029","-","38","-","$6,080","$231,029","1"
"4","2","Toy Story 3","Disney","$218,359","-29.0%","46","-11","$4,747","$2,859,360","6"
"5","3","Knight & Day","Fox","$136,832","-36.4%","28","-","$4,887","$425,455","2"
"6","4","The Sorcerer's Apprentice","Disney","$122,060","-36.7%","21","-","$5,812","$380,460","2"
"7","5","Grown Ups","Sony","$117,614","-25.0%","19","-","$6,235","$626,031","3"
"8","6","Nanny McPhee and The Big Bang","UIP","$36,603","+7.1%","24","-","$1,525","$97,477","2"
"9","7","Sex and the City 2","WB","$10,335","-31.6%","6","-7","$1,723","$1,271,351","9"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Shrek Forever After","UIP","$480,907","-9.0%","52","-15","$9,248","$2,171,635","3"
"2","2","Toy Story 3","Disney","$307,530","-9.7%","57","-","$5,395","$2,510,151","5"
"3","N","Knight & Day","Fox","$215,008","-","28","-","$7,679","$215,008","1"
"4","N","The Sorcerer's Apprentice","Disney","$192,734","-","21","-","$9,178","$192,734","1"
"5","3","Grown Ups","Sony","$156,849","-9.8%","19","-","$8,255","$444,440","2"
"6","N","Nanny McPhee and The Big Bang","UIP","$34,179","-","24","-","$1,424","$34,179","1"
"7","5","Sex and the City 2","WB","$15,110","-52.3%","13","-6","$1,162","$1,253,619","8"
"8","7","A Nightmare on Elm Street (2010)","WB","$10,513","-26.5%","10","-","$1,051","$171,579","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Shrek Forever After","UIP","$528,172","-4.6%","67","-","$7,883","$1,396,566","2"
"2","2","Toy Story 3","Disney","$340,564","-14.5%","57","-","$5,975","$2,023,081","4"
"3","N","Grown Ups","Sony","$173,811","-","19","-","$9,148","$173,811","1"
"4","3","Prince of Persia: The Sands of Time","Disney","$34,057","-27.3%","21","-3","$1,622","$1,522,120","8"
"5","4","Sex and the City 2","WB","$31,702","-15.0%","19","-5","$1,669","$1,214,785","7"
"6","5","The Back-Up Plan","Sony","$14,498","-9.4%","12","-3","$1,208","$269,248","5"
"7","6","A Nightmare on Elm Street (2010)","WB","$14,304","-1.6%","10","-","$1,430","$154,008","5"
"8","8","Date Night","Fox","$12,445","+18.0%","8","-","$1,556","$671,771","10"
"9","7","Robin Hood","UIP","$10,843","-15.8%","9","-5","$1,205","$1,144,051","9"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Shrek Forever After","UIP","$553,549","-","67","-","$8,262","$553,549","1"
"2","1","Toy Story 3","Disney","$398,420","-3.4%","57","-1","$6,990","$1,491,005","3"
"3","2","Prince of Persia: The Sands of Time","Disney","$46,870","-33.8%","24","-1","$1,953","$1,461,912","7"
"4","3","Sex and the City 2","WB","$37,286","-46.5%","24","-5","$1,554","$1,157,802","6"
